year,mileage,rough_scale,torque_scale,stop_scale,cv_wellness,wb_wellness,brk_wellness
2024,75689,0.4,0.43,0.05,64.78,68.91,68.16
2013,47434,0.99,0.25,0.35,84.47,79.97,80.67
2009,162246,0.58,0.06,0.65,57.91,45.59,21.7
2000,74791,0.53,0.12,0.19,77.6,68.65,64.13
2001,84236,0.98,0.75,0.61,57.7,63.35,61.55
2015,11042,0.45,0.79,0.36,84.25,94.49,80.29
2010,9923,0.49,0.87,0.19,82.14,91.71,88.86
2017,174152,0.04,0.52,0.25,41.61,58.5,25.97
2001,96485,0.69,0.43,0.89,68.17,73.18,49.93
2007,68303,0.3,0.16,0.95,80.7,75.12,56.46
2007,137322,0.99,0.45,0.91,57.43,44.86,20.05
2024,39191,0.85,0.07,0.47,94.52,76.32,72.67
2016,63802,0.69,0.65,0.27,78.43,75.23,66.97
2007,163510,0.19,0.03,0.79,60.7,58.83,11.79
2018,109659,0.27,0.71,0.9,63.95,66.2,23.15
2023,191753,0.41,0.98,0.72,29.63,40.26,12.24
2002,130289,0.94,0.97,0.58,45.43,50.96,31.52
2004,221047,0.85,0.49,0.77,27.63,24.51,5.0
2023,231182,0.75,1.0,0.73,11.34,30.16,5.0
2012,70390,1.0,0.57,0.18,72.76,69.48,73.62
2022,32517,0.44,0.69,0.67,84.03,83.98,77.74
2017,215259,0.75,0.66,0.41,38.06,36.76,5.0
2021,65291,0.11,0.11,0.41,80.43,79.42,62.0
2022,107036,0.03,0.08,0.3,65.54,74.06,50.3
2018,178772,0.18,0.22,0.4,41.16,49.29,26.06
2011,121495,0.3,0.5,0.43,52.84,65.43,44.06
2000,202231,0.55,0.32,0.34,34.33,43.43,18.24
2010,105848,0.1,0.3,0.48,68.99,74.68,44.32
2020,136710,0.95,0.18,0.73,53.86,58.19,28.47
2022,191403,0.21,0.71,0.39,40.83,46.12,22.54
2000,47449,0.16,0.53,0.1,81.29,87.61,77.9
2001,176878,0.83,0.12,0.81,40.58,43.79,18.89
2011,238603,0.74,0.99,0.28,18.59,29.52,5.0
2008,169669,0.99,0.16,0.69,50.15,42.88,19.84
2001,134631,0.58,0.48,0.63,49.43,57.2,32.18
2017,214832,0.08,0.15,0.83,36.21,52.81,6.59
2022,242665,0.55,0.38,0.74,19.74,39.28,5.0
2000,169317,0.47,0.62,0.91,40.72,48.5,12.85
2014,233026,0.53,0.92,0.59,21.91,23.04,5.0
2000,217831,0.2,0.3,0.66,31.51,40.82,6.63
2006,249607,0.61,0.81,0.39,8.92,26.28,5.0
2006,77195,0.6,0.63,0.95,63.5,76.38,45.68
2004,157986,1.0,0.27,0.43,46.46,51.52,25.11
2007,41303,0.81,0.21,0.82,86.3,71.11,60.4
2012,103707,0.91,0.74,0.13,54.46,62.39,56.3
2017,141581,0.75,0.78,0.5,52.26,57.05,25.52
2016,145717,0.25,0.41,0.7,51.03,60.65,26.35
2013,122869,0.98,0.42,0.39,60.21,58.14,45.09
2002,104059,0.43,0.08,0.99,63.45,66.8,43.73
2005,225166,0.27,0.48,0.69,28.38,37.86,5.0
2014,87098,0.76,0.68,0.45,60.4,70.5,51.75
2017,33717,0.79,0.77,0.58,80.9,79.99,86.98
2012,1064,0.54,0.82,0.13,90.26,98.7,91.77
2007,210912,0.4,0.0,0.46,44.29,39.11,6.95
2019,175777,0.22,0.92,0.86,40.59,52.09,15.72
2016,38418,0.31,0.38,0.49,83.5,95.22,74.88
2017,19009,0.65,0.19,0.23,88.35,87.24,87.55
2016,24714,0.4,0.38,0.91,98.65,85.84,76.18
2006,104705,0.32,0.88,0.8,46.57,59.57,41.18
2018,234436,0.75,0.11,0.15,20.49,21.18,6.33
2021,101937,0.89,0.04,0.5,61.93,59.64,54.89
2016,43839,0.76,0.12,0.12,89.6,75.97,78.31
2009,32355,0.27,0.92,0.69,75.65,89.88,74.79
2023,113312,0.51,0.73,0.78,55.03,60.32,49.85
2012,46758,0.13,0.76,0.79,73.78,95.14,68.45
2015,46319,0.46,0.59,0.95,78.68,77.59,63.23
2004,234164,0.39,0.99,0.12,23.03,37.93,5.0
2021,246360,0.65,0.01,0.05,24.86,24.78,5.0
2012,229814,0.93,0.13,0.14,33.53,36.32,5.0
2013,231940,0.03,0.0,0.05,29.99,39.11,5.0
2006,86844,0.13,0.37,0.14,75.32,70.99,65.79
2002,93466,0.26,0.98,0.06,67.52,76.35,59.55
2019,114740,0.53,0.43,0.81,61.15,63.94,41.11
2002,56119,0.81,0.7,0.53,76.33,73.47,63.85
2008,34780,0.26,0.2,0.32,88.44,86.24,76.64
2018,121993,0.02,0.5,0.03,59.61,70.58,54.26
2023,248296,0.79,0.09,0.92,22.36,27.36,5.0
2020,98843,0.88,0.92,0.04,69.35,63.81,61.25
2006,95710,0.02,0.16,0.49,65.84,74.52,49.13
2013,170545,0.63,0.57,0.11,50.77,48.42,35.77
2016,188389,0.55,0.16,0.89,40.73,35.44,11.92
2003,161611,0.86,0.26,0.11,51.21,50.62,41.11
2009,2647,0.64,0.35,0.41,96.21,86.8,84.37
2016,233310,0.33,0.66,0.5,20.68,32.83,5.0
2011,94386,0.3,0.83,0.07,55.91,70.11,52.87
2021,111363,0.22,0.35,0.62,59.49,71.74,40.66
2001,89517,0.68,0.23,0.21,66.58,62.15,62.98
2014,198031,0.41,0.23,0.3,45.34,42.98,11.17
2016,30711,0.11,0.06,0.37,88.38,79.58,80.8
2017,145802,0.7,0.63,0.54,50.92,57.53,23.9
2003,130159,0.13,0.57,0.1,46.4,69.48,49.94
2019,211254,0.77,0.58,0.69,30.24,37.03,5.0
2003,153296,0.31,0.14,0.57,58.48,59.05,35.02
2015,22369,0.73,0.08,0.42,89.82,83.72,76.44
2004,129695,0.62,0.77,0.74,48.88,52.33,33.14
2012,13542,0.39,0.71,0.74,82.55,76.61,74.34
2017,63237,0.7,0.4,0.7,78.99,71.54,65.93
2005,40242,0.12,0.03,0.81,90.42,76.38,66.87
2009,87829,0.85,0.06,0.28,64.61,75.62,66.13
2020,200700,0.29,0.25,0.76,38.61,53.04,15.25
2016,169506,0.55,0.08,0.74,53.04,57.79,13.1
2019,89793,0.07,0.16,0.91,68.77,82.06,49.24
2003,63329,0.12,0.45,0.71,74.76,87.95,51.13
2009,243607,0.33,0.6,0.58,33.44,40.0,5.0
2010,242324,0.0,0.8,0.59,16.86,32.75,5.0
2017,178354,0.19,0.2,0.13,47.01,50.81,31.29
2003,185477,0.78,0.94,0.86,30.67,40.11,7.35
2019,149530,0.15,0.12,0.49,53.64,58.42,34.36
2009,137682,0.74,0.5,0.6,52.11,53.32,39.11
2014,212355,0.05,0.02,0.6,44.62,39.62,5.0
2024,95904,0.04,0.57,0.27,60.41,73.65,62.95
2011,62346,0.59,0.02,0.17,73.91,77.23,65.71
2018,33561,0.01,0.2,0.84,87.45,85.1,71.08
2011,207227,0.41,0.05,0.2,39.79,43.94,7.27
2017,86597,0.4,0.36,0.85,65.52,70.13,45.93
2010,166842,0.05,0.03,0.88,49.49,57.02,16.02
2001,121504,0.41,0.24,0.28,62.7,63.69,37.24
2007,147695,0.8,0.02,0.45,57.66,48.82,36.94
2021,153872,0.04,0.9,0.78,41.93,60.64,19.69
2012,38252,0.34,0.55,0.15,87.03,87.86,87.45
2011,231443,0.14,0.52,0.6,20.9,40.98,5.0
2019,6121,0.66,0.02,0.22,96.98,91.76,79.78
2006,202791,0.78,0.32,0.82,32.16,30.27,5.0
2011,119359,0.09,0.28,0.9,67.22,70.06,34.13
2001,32376,0.13,0.96,0.23,78.13,100.0,87.39
2000,115903,0.84,0.07,0.74,65.7,63.56,39.54
2005,93709,0.18,0.24,0.17,75.36,63.69,49.7
2020,147236,0.91,0.01,0.01,51.31,54.6,38.11
2004,176310,0.29,0.97,0.06,37.24,47.5,34.27
2019,206052,0.55,0.68,0.65,33.94,39.7,5.43
2010,62018,0.25,0.07,0.63,86.83,77.84,67.57
2015,96101,0.18,0.38,0.81,68.34,74.62,43.49
2009,122074,0.49,0.69,0.1,58.61,64.29,55.17
2008,82212,0.44,0.55,0.34,67.74,69.43,63.82
2017,239532,0.51,0.61,0.89,23.57,32.59,5.0
2020,195290,0.03,0.82,0.99,27.63,57.73,5.0
2008,32790,0.51,0.1,0.78,94.63,83.02,73.77
2005,49718,0.42,0.2,0.9,86.07,80.34,67.65
2022,132705,0.56,0.91,0.82,42.35,63.79,25.74
2013,39926,0.68,0.75,0.63,71.85,79.58,75.87
2007,85818,0.99,0.68,0.8,66.68,61.5,51.37
2020,115299,0.47,0.2,0.4,61.6,74.99,48.26
2009,129459,0.81,0.35,0.71,53.27,57.8,34.47
2017,239149,0.94,0.67,0.78,19.16,16.94,5.0
2000,91584,0.82,0.11,0.58,67.47,63.01,50.19
2003,192818,0.62,0.93,0.9,33.3,41.07,5.17
2006,108864,0.54,0.54,0.19,50.78,70.25,53.69
2003,83760,0.98,0.7,0.97,77.54,68.09,53.81
2024,194477,0.9,0.8,0.31,34.01,45.64,13.77
2015,56376,0.87,0.41,0.21,81.09,71.79,71.75
2013,46022,0.34,0.78,0.83,72.24,78.85,63.99
2014,3662,0.22,0.42,0.91,97.94,94.13,86.18
2001,137990,0.28,0.76,0.08,44.95,47.98,46.1
2022,140711,0.89,0.67,0.9,38.69,53.57,32.48
2007,105941,0.86,0.45,0.42,59.68,60.45,51.59
2004,235145,0.31,0.99,0.87,17.72,37.65,5.0
2000,14556,0.43,0.55,0.67,83.63,90.55,77.16
2005,121405,0.12,0.13,0.94,61.09,68.9,40.04
2023,174021,0.59,0.43,0.81,49.34,44.47,13.41
2022,18880,0.36,0.74,0.51,86.51,87.93,70.93
2018,227015,0.32,0.95,0.49,23.45,41.11,5.0
2003,183467,0.27,0.55,0.64,40.2,49.01,13.44
2003,71205,0.75,0.24,0.9,72.72,65.92,52.7
2019,115111,0.5,0.5,0.74,59.56,61.41,37.69
2017,179152,0.35,0.39,0.36,44.02,55.87,19.05
2020,176122,0.24,0.95,0.25,39.12,51.37,27.59
2018,162654,0.57,0.49,0.42,56.1,45.71,36.05
2004,45882,0.2,0.68,0.46,72.2,86.13,83.53
2021,119861,0.81,0.48,0.22,52.53,59.4,46.21
2014,224964,0.42,0.61,0.84,17.96,31.2,5.0
2022,237127,0.38,0.06,0.39,34.4,34.36,5.0
2021,102752,0.99,0.27,0.96,64.42,60.9,42.1
2017,239787,0.93,0.24,0.55,27.46,29.76,6.16
2012,177868,0.05,0.23,0.18,42.46,54.12,25.37
2015,59947,0.54,0.91,0.75,70.47,83.05,56.68
2010,72443,0.37,0.63,0.77,69.56,69.0,50.3
2020,87922,0.87,0.28,0.56,67.01,74.65,60.69
2015,57366,0.78,0.56,0.7,81.34,74.32,67.99
2000,200891,0.01,0.07,0.43,48.63,54.8,10.06
2019,43274,0.67,0.91,0.92,81.5,80.46,66.06
2002,35918,0.32,0.46,0.5,80.65,82.9,79.95
2011,218827,0.06,0.73,0.72,18.72,52.51,5.0
2024,50577,0.8,0.3,0.88,81.08,78.44,63.45
2005,132927,0.61,0.58,0.07,53.65,57.13,52.85
2022,136266,0.6,0.94,0.77,44.15,57.66,31.34
2009,110524,0.99,0.97,0.02,55.5,60.17,50.8
2022,136903,0.98,0.13,0.85,61.45,45.3,32.71
2020,23789,0.95,0.66,0.56,82.08,85.63,79.76
2014,21555,0.76,0.79,0.3,81.53,82.25,85.91
2020,228027,0.65,0.29,0.73,30.52,33.53,5.0
2010,148783,0.74,0.21,0.48,50.28,51.35,19.06
2009,29780,0.57,0.65,0.23,86.25,86.39,86.09
2013,192253,0.98,0.23,0.04,32.81,40.23,19.67
2023,82951,0.53,0.76,0.2,54.98,63.49,67.84
2006,242286,0.38,0.79,0.08,15.2,33.14,5.0
2009,50042,0.04,0.8,0.8,68.88,79.61,62.89
2009,177935,0.79,0.4,0.23,43.5,38.37,19.68
2021,32690,0.14,0.06,0.8,86.6,100.0,71.13
2023,71862,0.78,0.57,0.53,66.78,64.51,61.94
2013,53154,0.08,0.8,0.49,78.1,84.71,67.49
2012,87457,0.82,0.97,0.39,53.0,73.86,58.17
2010,127051,0.43,0.5,0.15,55.21,62.27,51.38
2015,165474,0.53,0.02,0.21,49.94,54.92,30.95
2008,16710,0.27,0.03,0.79,94.32,79.41,78.33
2018,54905,0.01,0.46,0.99,76.19,99.68,59.39
2002,234283,0.19,0.45,0.0,14.27,46.18,14.2
2012,55948,0.44,0.53,0.39,73.6,76.54,69.94
2016,5092,0.8,0.94,0.67,92.37,90.46,79.47
2023,225911,0.23,0.03,0.29,28.59,46.68,5.0
2003,140714,0.64,0.77,0.45,49.41,51.21,33.61
2001,214483,0.59,0.47,0.95,37.46,37.83,5.0
2007,230515,0.15,0.49,0.07,29.03,38.91,5.0
2011,228700,0.22,0.44,0.47,26.83,36.58,5.0
2002,152117,0.69,0.79,0.49,34.69,54.61,34.39
2012,20852,0.88,0.92,0.08,74.14,80.4,88.77
2019,139884,0.78,0.26,0.76,51.07,52.75,25.76
2022,87033,0.71,0.02,0.83,70.59,72.65,45.67
2017,69943,0.92,0.06,0.12,70.12,65.88,64.51
2003,44483,0.82,0.72,0.09,75.41,69.16,89.67
2008,78804,0.15,0.86,0.56,75.66,80.51,56.86
2005,62990,0.54,0.88,0.7,64.69,79.72,53.98
2010,156717,0.9,0.78,0.99,46.2,52.99,9.37
2004,122812,0.98,0.16,0.95,56.77,61.75,31.99
2002,115784,0.01,0.13,0.35,60.41,71.43,44.4
2010,2358,0.2,0.14,0.8,89.88,87.62,87.73
2012,2028,0.94,0.49,0.07,89.84,90.97,100.0
2006,121186,0.94,0.72,0.06,56.93,51.82,41.38
2006,19675,0.14,0.37,0.19,87.55,91.16,86.84
2011,34317,0.5,0.57,0.51,79.35,79.68,80.62
2006,168433,0.55,0.05,0.74,49.36,43.81,11.38
2016,30770,0.28,0.37,0.04,83.42,86.53,87.82
2012,190926,0.33,0.39,0.26,37.61,57.05,15.08
2012,137085,0.67,0.3,0.66,53.68,56.13,28.76
2015,10223,0.09,0.96,0.58,87.36,99.86,85.8
2007,99846,0.25,0.31,0.31,73.33,75.97,46.33
2022,160789,0.87,0.41,0.94,49.7,49.73,19.44
2020,80503,0.33,0.45,0.07,73.58,80.92,57.71
2009,234712,0.43,0.4,0.91,28.59,32.77,5.0
2009,127240,0.24,0.79,0.15,51.59,56.25,52.03
2010,233403,0.95,0.73,0.73,10.95,24.65,5.0
2010,238511,0.8,0.52,0.6,25.32,26.92,5.0
2023,123984,0.92,0.64,0.77,58.89,53.59,36.43
2020,82910,0.01,0.49,0.47,76.63,90.38,50.55
2002,176749,0.36,0.51,0.59,38.72,56.0,14.9
2012,76563,0.91,0.95,0.18,66.57,71.05,58.45
2004,59808,0.4,0.53,0.62,68.21,78.12,60.89
2022,112164,0.28,0.48,0.76,61.33,72.37,41.15
2002,60285,0.61,0.11,0.53,79.65,79.05,64.65
2023,146625,0.78,0.63,0.17,51.16,47.35,46.28
2005,162556,0.02,0.3,0.86,48.09,65.75,10.19
2023,38862,0.58,0.49,0.29,81.6,80.18,70.33
2006,78844,0.62,0.98,0.98,54.84,67.33,43.16
2000,103425,0.18,0.03,0.41,75.23,70.27,46.5
2006,146152,0.33,0.04,0.2,54.09,49.99,49.47
2020,220845,0.12,0.38,0.03,33.48,39.18,5.0
2005,13020,0.79,0.83,0.47,74.14,83.13,85.17
2004,114520,0.41,0.64,0.6,60.13,76.46,48.95
2004,95568,0.99,0.37,0.69,59.33,62.4,52.42
2006,13035,0.89,0.2,0.37,92.7,81.97,89.41
2023,94921,0.11,0.11,0.83,69.89,72.58,49.64
2016,41432,0.73,0.6,0.08,84.7,69.21,75.75
2004,243226,0.52,0.05,0.51,30.63,33.36,5.0
2000,77656,0.71,0.79,0.33,64.28,69.57,59.4
2008,223308,0.87,0.06,0.54,40.34,28.96,5.0
2019,204548,0.9,0.02,0.03,38.08,35.28,14.19
2003,114722,0.75,0.1,0.66,70.48,61.27,28.95
2013,146139,0.09,0.49,0.84,44.52,68.77,18.86
2022,242149,0.58,0.82,0.31,24.13,34.16,5.0
2017,167738,0.42,0.53,0.44,51.27,48.77,28.04
2005,49411,0.47,0.14,0.58,88.87,74.11,72.88
2015,150301,0.3,0.3,0.66,51.05,61.23,19.43
2022,90341,0.01,0.87,0.98,60.66,71.61,38.47
2024,223496,0.39,0.29,0.15,24.22,36.69,5.0
2016,247156,0.32,0.36,0.37,24.35,27.18,5.0
2024,208036,0.72,0.57,0.37,32.89,29.86,6.87
2002,32625,0.91,0.29,0.76,91.75,79.57,74.51
2010,54177,0.56,0.21,0.14,77.72,86.09,70.37
2018,241635,0.53,0.8,0.71,13.16,30.94,5.0
2003,230784,0.16,0.89,0.42,20.26,43.49,5.0
2000,80151,0.52,0.37,0.74,70.18,69.67,61.34
2017,24086,0.21,0.74,0.88,71.27,94.66,71.9
2008,206060,0.55,0.79,0.49,34.12,44.88,5.0
2008,93620,0.74,0.18,0.12,68.19,62.09,61.21
2021,104267,0.76,0.63,0.69,66.39,66.29,45.6
2014,26457,0.97,0.35,0.71,89.06,81.2,70.14
2013,123829,0.77,0.12,0.74,60.01,60.27,48.21
2011,237164,0.74,0.36,0.65,34.78,18.77,5.0
2015,188085,0.68,0.13,0.79,39.95,33.74,12.53
2017,64775,0.4,0.39,0.3,77.31,75.79,75.14
2017,76374,0.37,0.03,0.05,81.0,75.63,67.18
2009,197950,0.33,0.89,0.29,32.57,45.7,7.65
2012,198714,0.22,0.41,0.85,29.99,38.89,8.76
2004,64196,0.36,0.23,0.08,72.52,70.28,77.54
2019,87525,0.17,0.97,0.52,62.77,80.59,50.55
2021,116363,0.34,0.1,0.22,60.94,69.69,52.43
2006,142115,0.34,0.88,0.24,42.28,57.02,34.97
2004,179039,0.8,0.64,0.42,35.3,36.24,13.7
2002,215780,0.09,0.42,0.32,29.04,43.43,5.0
2017,34974,0.82,0.21,0.1,80.83,81.38,83.8
2009,19068,0.6,0.75,0.46,73.83,91.96,81.3
2016,138134,0.34,0.77,0.94,45.19,61.3,31.36
2009,69823,0.33,0.78,0.56,77.07,79.66,56.83
2012,166875,0.37,0.06,0.31,51.75,41.59,34.86
2009,69240,0.46,0.4,0.69,75.58,86.81,58.0
2012,215092,0.15,0.93,0.43,37.26,45.32,5.0
2014,178551,0.88,0.1,0.76,52.46,42.17,11.86
2018,138157,0.98,0.51,0.89,51.51,50.64,31.71
2018,244337,0.91,0.37,0.12,18.86,30.51,6.89
2013,206817,0.65,0.54,0.0,23.96,40.38,19.64
2016,186915,0.93,0.24,0.91,41.43,44.35,8.95
2007,132341,0.36,0.92,0.18,49.44,54.28,60.47
2004,140749,0.72,0.09,0.21,54.55,51.15,45.64
2007,174121,0.0,0.72,0.72,36.56,59.26,16.92
2011,132650,0.62,0.75,0.2,45.78,62.62,44.47
2002,80696,0.98,0.61,0.82,62.27,65.39,47.07
2014,222568,0.67,0.97,0.28,14.76,32.29,7.61
2014,100275,0.41,0.42,0.56,58.58,63.95,45.64
2019,43563,0.01,0.31,0.5,77.88,82.75,73.56
2009,84967,0.47,0.48,0.38,64.68,72.26,70.76
2024,117903,0.28,0.55,0.7,74.04,68.94,39.95
2001,169721,0.07,0.56,0.53,44.65,56.2,17.67
2013,217424,0.48,0.05,0.78,33.69,38.38,5.0
2021,248428,0.05,0.01,0.52,31.7,35.13,5.0
2004,69501,0.02,0.01,0.62,75.01,88.18,57.91
2000,73768,0.46,0.8,0.33,59.21,83.82,70.7
2004,94488,0.26,0.41,0.53,58.7,67.26,51.95
2020,19236,0.56,0.48,0.34,91.76,89.69,87.58
2008,92891,0.9,0.02,0.33,73.06,65.59,55.96
2000,25257,0.9,0.77,0.36,79.89,74.12,84.52
2014,87759,0.95,0.01,0.11,79.76,69.66,62.32
2004,30138,0.37,0.31,0.62,87.94,75.34,84.87
2008,1565,0.24,0.85,0.43,78.12,94.46,88.36
2006,63477,0.1,0.64,0.63,77.05,86.82,59.44
2002,43005,0.79,0.05,0.66,88.85,81.64,85.6
2014,249687,0.36,0.95,0.52,13.1,34.78,5.0
2014,6045,0.21,0.5,0.08,92.95,91.55,95.58
2014,150164,0.65,0.61,0.68,58.17,49.43,25.53
2009,212577,0.7,0.83,0.41,23.43,43.45,7.82
2006,8073,0.08,0.44,0.47,85.21,95.83,76.23
2001,236214,0.58,0.58,0.05,23.76,30.29,5.57
2019,211275,0.56,0.75,0.99,31.81,37.34,5.0
2019,78171,0.39,0.94,0.16,71.25,75.46,60.26
2013,193080,0.02,0.48,0.41,32.02,51.34,9.13
2008,52452,0.72,0.68,0.95,77.11,79.55,71.0
2009,29534,0.15,0.05,0.34,88.99,92.93,76.04
2017,50528,0.58,0.7,0.31,70.36,80.58,72.4
2024,213730,0.51,0.4,0.54,32.41,37.25,5.0
2010,107148,0.14,0.37,0.17,57.35,68.39,49.46
2018,38869,0.08,0.72,0.62,79.2,84.63,72.73
2009,78329,0.14,1.0,0.26,60.64,83.08,55.02
2015,237297,0.84,0.88,0.83,19.87,35.96,5.0
2006,76301,0.61,0.14,0.28,80.14,75.33,59.16
2019,225912,0.4,0.65,0.98,31.5,37.7,5.0
2021,220450,0.08,0.19,0.23,38.54,45.22,10.78
2023,222613,0.59,0.37,0.88,35.76,35.1,5.75
2001,178669,0.39,0.79,0.02,30.11,52.99,32.16
2024,232891,0.82,0.59,0.1,23.36,26.6,12.58
2013,244302,0.89,0.12,0.02,23.98,21.14,5.0
2011,187614,0.82,0.42,0.26,45.06,36.86,25.96
2012,60760,0.59,0.74,0.38,69.98,74.39,69.28
2013,1572,0.65,0.07,0.0,94.26,86.56,96.43
2016,85178,0.79,0.04,0.63,73.47,66.27,51.51
2024,130352,0.94,0.68,0.39,46.17,52.0,46.13
2015,59406,0.97,0.88,0.19,68.67,69.56,67.53
2002,31104,0.94,0.45,0.1,90.17,73.26,85.4
2009,199642,0.18,0.52,0.17,34.27,47.28,6.31
2009,134932,0.56,0.28,0.82,58.39,61.52,32.12
2023,225932,0.03,0.51,0.01,28.39,39.55,7.81
2008,114525,0.46,0.97,0.91,67.58,59.95,38.06
2022,43581,0.6,0.33,0.91,80.79,77.71,69.84
2017,127474,0.89,0.92,0.02,39.28,44.24,48.16
2012,90175,0.92,0.72,0.63,62.24,59.38,51.94
2015,148163,0.84,0.37,0.98,56.25,49.6,21.67
2000,224680,0.83,0.53,0.81,27.01,36.2,5.0
2019,51230,0.69,0.57,0.42,76.83,82.32,64.19
2003,148816,0.67,0.33,0.89,56.33,50.53,19.61
2009,222831,0.59,0.87,0.07,29.0,38.89,5.0
2017,184497,0.93,0.18,0.56,38.84,39.81,13.77
2011,159047,0.12,0.5,0.24,42.26,60.33,34.56
2009,191954,0.35,0.63,0.72,29.05,47.11,6.19
2009,178467,0.51,0.27,0.1,43.53,47.08,20.15
2014,46449,0.12,0.27,0.41,79.16,84.54,80.81
2017,172692,0.63,0.68,0.29,38.2,52.29,21.87
2003,69244,0.28,0.82,0.83,70.87,82.55,49.88
2005,223816,0.98,0.89,0.98,24.0,28.75,5.0
2007,157806,0.81,0.22,0.7,51.39,52.49,19.99
2007,169513,0.63,0.29,0.82,46.95,43.06,6.03
2017,157031,0.59,0.2,0.74,49.42,51.1,22.63
2006,179788,0.98,0.5,0.24,40.62,40.87,17.66
2015,130485,0.76,0.65,0.65,52.93,58.11,39.89
2015,233308,0.69,0.42,0.73,20.03,37.33,5.0
2000,165083,0.67,0.01,0.01,55.54,46.58,31.02
2010,77618,0.01,0.18,0.17,83.16,79.42,66.52
2004,186714,0.51,0.61,0.09,33.38,43.41,15.8
2024,52567,0.16,0.65,0.49,77.01,84.96,77.62
2007,247897,0.17,0.06,0.36,28.7,36.23,5.0
2009,112568,0.23,0.5,0.05,63.35,74.35,53.39
2024,30957,0.61,0.92,0.43,76.69,79.71,80.15
2023,196680,0.09,0.97,0.4,32.03,56.66,13.71
2024,132929,0.42,0.67,0.58,54.41,52.25,25.4
2012,82535,0.79,0.24,0.41,67.66,69.32,62.58
2004,209873,0.36,0.27,0.61,31.79,49.51,9.61
2001,84617,0.4,0.39,0.57,63.57,77.06,53.74
2014,66955,0.74,0.79,0.61,66.9,74.61,65.38
2018,174043,0.42,0.11,0.64,57.5,55.27,10.68
2013,120414,0.37,0.39,0.17,66.38,61.46,54.26
2004,77420,0.49,0.04,0.21,73.24,70.47,65.54
2013,84435,0.18,0.73,0.79,58.56,76.57,58.68
2004,212617,0.57,0.03,0.25,51.84,36.44,5.0
2013,149866,0.6,0.1,0.09,52.27,47.89,37.41
2001,3106,0.01,0.52,0.38,88.47,100.0,89.13
2012,100205,0.38,0.89,0.45,55.3,66.29,49.81
2011,142089,0.38,0.48,0.64,46.22,58.58,23.87
2012,42789,0.57,0.42,0.45,74.03,81.36,75.02
2018,85640,0.03,0.73,0.33,66.69,81.16,61.31
2023,127825,0.98,0.43,0.7,64.83,51.65,35.61
2022,238354,0.1,0.43,0.7,28.32,39.13,5.0
2008,7074,0.29,0.8,0.13,87.07,95.41,88.94
2009,109000,0.34,0.21,0.72,66.51,60.42,44.11
2017,178076,0.91,0.3,0.63,43.72,49.53,9.49
2007,102099,0.7,0.26,0.55,68.07,62.9,45.72
2001,190325,0.18,0.14,0.76,41.27,48.09,13.17
2000,194959,0.55,0.59,0.43,29.57,45.43,14.21
2011,168259,0.23,0.06,0.18,41.64,48.05,28.24
2006,233701,0.62,0.26,0.34,36.21,35.91,5.0
2019,168723,0.44,0.77,0.26,48.29,44.66,30.36
2017,240729,0.74,0.52,0.89,24.53,28.46,5.0
2023,109843,0.81,0.65,0.64,53.45,63.93,38.94
2003,139604,0.32,0.71,0.54,47.75,59.98,33.99
2023,25991,0.67,0.6,0.91,79.89,85.57,64.29
2015,221596,0.82,0.83,0.78,27.41,29.27,5.0
2007,26168,0.23,0.68,0.31,86.92,83.71,74.45
2008,74063,0.15,0.86,0.84,73.2,71.36,55.28
2002,8359,0.94,0.44,0.85,87.98,85.48,83.98
2010,146530,0.38,0.72,0.93,45.94,50.35,24.56
2016,104772,0.76,0.0,0.96,69.03,53.96,33.67
2001,202126,0.6,0.24,0.99,28.22,45.62,9.35
2019,25835,0.4,0.75,0.61,69.37,87.61,86.87
2008,245807,0.2,0.46,0.05,19.99,35.19,5.0
2018,17944,0.05,0.33,0.35,92.28,99.04,82.95
2017,43087,0.96,0.1,0.48,85.86,78.46,72.2
2019,172663,0.64,0.16,0.98,49.3,48.63,10.35
2020,161717,0.69,0.74,0.34,40.93,48.23,26.04
2019,45891,0.02,0.0,0.49,80.28,82.05,67.11
2022,62095,0.41,0.03,0.03,82.95,81.93,84.08
2011,46813,0.96,0.0,0.27,92.47,77.48,82.34
2021,63334,0.67,0.36,0.0,77.22,80.78,74.05
2021,106150,0.26,0.72,0.74,69.69,69.02,44.45
2020,80216,0.04,0.39,0.7,80.36,81.15,51.14
2016,130068,0.78,0.1,1.0,61.36,55.81,25.86
2002,132355,0.78,0.16,0.64,62.75,58.8,43.74
2023,239537,0.2,0.19,0.64,22.18,38.03,5.0
2013,49167,0.88,0.25,0.0,76.07,71.08,75.12
2010,42205,0.52,0.01,0.47,84.33,76.47,79.68
2011,37889,0.53,0.6,0.92,81.71,84.02,61.16
2014,229921,0.08,0.73,0.16,20.07,38.85,5.0
2013,221057,0.51,0.16,0.48,37.18,35.57,5.0
2014,144268,0.57,0.52,0.68,48.63,50.31,33.89
2021,185894,0.66,0.05,0.59,43.69,45.0,6.19
2018,40376,0.86,0.85,0.25,75.36,74.68,80.48
2024,225384,0.55,0.19,0.6,29.56,38.62,5.0
2003,169726,0.84,0.37,0.31,53.48,46.37,25.78
2022,96161,0.78,0.82,0.02,62.71,64.56,65.14
2001,131527,0.8,0.59,0.69,58.72,59.59,33.48
2008,62837,0.02,0.36,0.15,73.05,84.91,70.69
