year,mileage,temp_scale,habit_scale,idle_scale,bat_wellness,alt_wellness,sta_wellness
2017,208513,0.96,0.15,0.2,25.98,37.76,63.81
2011,195043,0.92,0.7,0.93,5.0,31.06,39.49
2002,246981,0.32,0.0,0.46,5.0,23.31,22.83
2017,228061,0.18,0.41,0.48,41.44,37.75,60.58
2006,93753,0.36,0.6,0.34,5.0,59.54,35.27
2013,117754,0.59,0.64,0.21,20.16,56.42,46.9
2005,234315,0.33,0.09,0.09,5.0,40.08,24.39
2015,111524,0.44,0.89,0.56,31.76,60.41,55.63
2012,109715,0.65,0.57,0.8,23.88,61.57,50.1
2012,47579,0.35,0.68,0.18,23.37,75.22,41.85
2002,185360,0.7,0.71,0.84,5.0,29.87,12.67
2021,91026,0.81,0.17,0.11,59.52,69.77,76.97
2021,192818,0.59,0.29,0.21,54.93,40.13,68.63
2016,63257,0.37,0.91,0.21,43.4,84.51,53.37
2012,8856,0.19,0.0,0.72,29.84,94.33,66.42
2015,190195,0.14,0.51,0.82,37.93,36.85,46.54
2008,13612,0.49,0.33,0.19,5.99,75.31,48.13
2015,8278,0.9,0.72,0.24,21.49,86.82,68.89
2020,120493,0.2,0.81,0.32,56.92,62.08,65.36
2013,164518,0.96,0.9,0.56,5.0,34.37,38.28
2023,157667,0.6,0.4,0.02,66.68,48.36,80.03
2006,167948,0.93,0.82,0.58,5.0,44.74,25.49
2005,64537,0.1,0.39,0.59,5.0,71.76,47.02
2014,19096,0.92,0.66,0.37,24.24,82.39,58.22
2011,139947,0.9,0.6,0.26,5.0,50.18,48.09
2015,34890,0.78,0.01,0.61,27.3,72.43,74.82
2006,71729,0.53,0.69,0.04,5.0,68.02,33.58
2010,60866,0.14,0.51,0.46,14.86,81.48,54.4
2020,211149,0.83,0.93,0.45,40.74,42.32,58.04
2019,22201,0.61,0.9,0.45,52.28,79.5,57.55
2012,213307,0.83,0.76,0.91,5.0,19.34,42.39
2017,241534,0.27,0.4,0.19,43.9,37.64,60.03
2020,196444,0.32,0.63,0.26,55.39,38.72,63.23
2003,60881,0.71,0.54,0.35,5.0,74.16,29.07
2023,73512,0.64,0.4,0.5,61.48,60.73,84.72
2018,212231,0.33,0.17,0.49,47.82,33.61,55.65
2017,132744,0.53,0.64,0.88,44.31,46.27,57.88
2013,231125,0.15,0.7,0.1,24.54,39.51,39.7
2004,15562,0.81,0.96,0.33,5.0,85.46,31.52
2012,200725,0.95,0.68,0.1,5.0,38.13,40.0
2001,6264,0.13,0.77,0.75,5.0,89.39,17.83
2023,121235,0.73,0.4,0.32,67.5,49.4,76.64
2023,35701,0.6,0.78,0.02,66.75,90.66,73.73
2001,65334,0.78,0.33,0.78,5.0,65.45,24.73
2002,69745,0.23,0.04,0.45,5.0,70.13,33.96
2021,249849,0.72,0.18,0.02,49.88,26.11,64.58
2011,61123,0.41,0.36,0.9,14.52,61.34,56.42
2021,57638,0.28,0.44,0.75,70.5,78.51,77.22
2013,173601,0.55,0.82,0.6,17.9,43.88,48.84
2011,215881,0.04,0.12,0.17,14.04,44.33,32.82
2005,76061,0.2,0.47,0.1,5.0,81.68,31.52
2002,123052,0.4,0.55,0.34,5.0,60.87,12.39
2009,173713,0.81,0.72,0.55,5.0,49.18,44.38
2012,15023,0.89,0.26,0.91,20.65,75.95,61.82
2003,5565,0.45,0.88,0.04,5.0,94.98,29.15
2018,51889,0.82,0.48,0.46,42.54,69.9,72.18
2006,72832,0.5,0.96,0.04,5.0,69.4,32.33
2015,199118,0.56,0.39,0.9,24.72,32.32,53.03
2000,204436,0.37,0.39,0.24,5.0,37.14,7.92
2024,52685,0.16,0.88,0.65,89.63,68.9,82.32
2011,7295,0.58,0.11,0.51,5.0,89.33,56.95
2008,245453,0.75,0.4,0.07,5.0,38.89,35.3
2011,78979,0.32,0.02,0.93,25.31,65.26,47.62
2012,213580,0.67,0.93,0.33,7.97,35.91,45.08
2003,155441,0.03,0.2,0.55,5.0,59.33,34.19
2008,194860,0.15,0.22,0.67,5.0,36.13,41.37
2012,246295,0.29,0.93,0.06,18.44,33.72,37.34
2005,215062,0.67,0.17,0.71,5.0,35.67,30.52
2011,16205,0.72,0.29,0.54,11.59,81.68,60.91
2013,121813,0.77,0.37,0.06,12.79,67.95,49.78
2011,148200,0.76,0.71,0.63,5.0,42.24,39.93
2004,2483,0.56,0.69,0.92,5.0,77.96,38.74
2012,14871,0.45,0.31,0.9,18.82,79.23,62.38
2002,66786,0.53,0.11,0.98,5.0,55.07,33.72
2006,201106,0.82,0.55,0.39,5.0,35.67,33.42
2018,82553,0.47,0.03,0.32,43.52,64.35,71.78
2001,60426,0.64,0.48,0.97,5.0,59.58,21.11
2018,93509,0.67,0.41,0.99,41.49,50.24,64.48
2020,146705,0.96,0.19,0.98,40.07,41.41,74.93
2001,204241,0.59,0.66,0.22,5.0,46.44,19.48
2022,76997,0.51,0.37,0.95,64.09,52.99,76.91
2001,46433,0.51,0.3,0.32,5.0,80.24,27.26
2007,68140,0.92,0.02,0.94,5.0,49.71,44.23
2022,96803,0.75,0.6,0.89,58.59,54.78,78.8
2001,103534,0.75,0.22,0.47,5.0,51.3,27.95
2014,155568,0.06,0.68,0.26,30.18,62.46,49.58
2014,128188,0.59,0.58,0.71,24.28,40.5,47.6
2011,211829,0.07,0.11,0.26,23.17,41.04,48.08
2004,203498,0.75,0.64,0.02,5.0,34.64,19.43
2013,222661,0.31,0.87,0.38,13.33,46.01,48.19
2016,19026,0.25,0.5,0.06,40.35,89.22,62.59
2009,136039,0.31,0.3,0.13,5.0,66.04,35.66
2003,223225,0.58,0.16,0.58,5.0,31.31,23.77
2002,138357,0.19,0.84,0.52,5.0,52.45,11.39
2023,248333,0.87,0.15,0.64,45.33,15.92,61.59
2013,212108,0.52,0.85,0.43,8.1,34.64,43.1
2024,11613,0.01,0.27,0.1,93.42,90.91,93.41
2008,214227,0.09,0.27,0.94,5.0,37.62,35.95
2004,12601,0.73,0.95,0.55,5.0,83.81,28.24
2008,174453,0.24,0.96,0.11,5.0,45.32,36.18
2001,233038,0.61,0.54,0.48,5.0,32.56,6.07
2013,249844,0.88,0.36,0.12,5.0,29.66,55.2
2010,15862,0.55,0.42,0.81,9.09,81.25,47.11
2024,163439,0.36,0.7,0.57,73.51,43.85,76.74
2011,124152,0.06,0.27,0.92,26.72,52.43,51.23
2014,101398,0.3,0.39,0.14,32.28,70.14,46.86
2018,125365,0.62,0.17,0.92,44.6,53.59,72.27
2008,173984,0.05,0.6,0.65,8.04,49.39,26.48
2001,138226,0.4,0.35,0.48,5.0,53.34,21.18
2007,11077,0.51,0.03,0.47,5.0,84.79,53.72
2008,223853,0.92,0.44,0.65,5.0,23.05,31.48
2020,30482,0.5,0.75,0.71,58.8,71.7,83.43
2019,201158,0.77,0.37,0.62,46.17,36.74,65.8
2021,97930,0.96,0.31,0.44,63.16,65.75,75.91
2013,147777,0.51,0.82,0.63,18.64,46.86,48.31
2021,54690,0.39,0.91,0.43,62.36,72.56,73.28
2018,198440,0.06,0.09,0.89,47.37,42.53,70.21
2014,7284,0.05,0.6,0.65,36.76,100.0,67.53
2020,112095,0.72,0.97,0.33,55.79,59.58,63.23
2003,16335,0.86,0.31,0.84,5.0,81.25,42.61
2002,195668,0.62,0.63,0.1,5.0,33.62,16.39
2014,171633,0.24,0.09,0.53,21.6,44.37,53.45
2015,112026,0.61,0.75,0.2,31.02,15.23,53.39
2022,176067,0.13,0.29,0.55,79.42,52.4,83.86
2007,150446,0.2,0.65,0.05,5.0,61.79,46.35
2024,13349,0.7,0.76,0.02,70.75,98.21,88.88
2002,248216,0.0,0.77,0.51,5.0,27.32,10.35
2023,218534,0.63,0.11,0.81,70.72,29.97,80.77
2004,193075,0.49,0.84,0.3,5.0,40.23,19.25
2005,112859,0.17,0.57,0.36,5.0,71.56,30.35
2007,11324,0.65,0.55,0.42,5.0,84.1,52.43
2002,138600,0.31,0.4,0.63,5.0,50.27,28.12
2001,55613,0.59,0.09,0.47,5.0,67.4,27.84
2022,127191,0.28,0.69,0.83,64.01,50.85,74.46
2022,229645,0.92,0.1,0.66,55.67,24.94,84.52
2013,47528,0.47,0.17,0.6,23.67,78.17,59.26
2015,31728,0.22,0.21,0.17,41.69,87.64,77.31
2012,66316,0.64,0.37,0.65,11.98,63.42,54.62
2014,53852,0.03,0.81,0.0,43.15,78.26,51.91
2013,206044,0.04,0.62,0.48,28.48,44.3,47.24
2019,197155,0.2,0.78,0.19,48.92,53.37,58.54
2007,197885,0.99,0.83,0.87,5.0,30.22,31.66
2017,249000,0.12,0.73,0.45,43.94,35.3,48.2
2014,75078,0.19,0.61,0.36,31.65,64.42,52.25
2015,103448,0.8,0.37,0.2,31.05,64.56,59.34
2000,164386,0.21,0.64,0.81,5.0,49.33,10.22
2000,145668,0.26,0.84,0.97,5.0,48.05,13.27
2008,240342,0.86,0.38,1.0,5.0,16.05,27.95
2017,14300,0.8,0.83,0.24,32.51,86.89,64.79
2000,58147,0.51,0.5,0.03,5.0,79.56,19.72
2010,26307,0.86,0.28,0.57,5.0,68.1,54.02
2003,197642,0.51,0.26,0.19,5.0,48.07,22.73
2011,1809,0.79,0.53,0.25,9.0,91.97,49.65
2009,16952,0.55,0.25,0.62,5.48,78.99,55.25
2018,200731,0.55,0.78,0.59,42.46,38.9,47.15
2005,226792,0.35,0.68,0.1,5.0,23.25,15.79
2008,190144,0.55,0.03,0.22,5.0,42.68,40.67
2024,106374,0.25,0.92,0.26,84.6,69.65,80.81
2022,106366,0.68,0.44,0.17,58.77,53.82,81.2
2009,30675,0.53,0.82,0.96,5.0,74.24,34.33
2000,151390,0.21,0.45,0.31,5.0,16.85,22.98
2012,84680,0.12,0.59,0.06,19.15,65.25,50.13
2022,180006,0.81,0.27,0.2,54.72,35.51,61.04
2022,37349,0.4,0.14,0.44,66.08,71.97,83.22
2005,20632,0.83,0.97,0.63,5.0,78.84,40.49
2005,127697,0.85,0.23,0.75,5.0,51.63,28.61
2008,181710,0.3,0.21,0.39,5.0,53.51,38.18
2020,70314,0.94,0.74,0.54,46.9,66.79,78.49
2011,58017,0.1,0.64,0.69,20.51,74.38,55.59
2003,94092,0.35,0.92,0.08,5.0,74.84,20.64
2008,23314,0.84,0.53,0.58,5.0,74.76,47.08
2002,23169,0.74,0.64,0.23,5.0,79.94,34.51
2001,94728,0.14,0.84,0.76,5.0,59.98,24.44
2024,135966,0.96,0.38,0.66,57.22,42.27,77.04
2015,157052,0.27,0.38,0.61,34.75,43.42,69.98
2017,173137,0.2,0.84,0.05,60.77,57.87,59.64
2014,90244,0.78,0.25,0.86,24.6,61.08,57.13
2012,28389,0.71,0.59,0.79,8.3,79.3,61.06
2022,45914,0.08,0.66,0.84,77.17,74.85,78.99
2010,114218,0.75,0.26,0.14,5.0,57.41,49.29
2001,38330,0.13,0.45,0.4,5.0,79.19,29.45
2009,234781,0.46,0.56,0.45,5.0,30.5,47.33
2018,13223,0.63,0.67,0.32,39.94,82.94,62.84
2022,157158,0.23,0.69,0.3,77.86,57.83,63.05
2019,89589,0.58,0.16,0.11,53.68,69.63,75.6
2021,11139,0.07,0.59,0.04,74.74,99.26,77.17
2012,216043,0.41,0.53,0.11,8.66,43.77,48.78
2007,126341,0.63,0.72,0.79,5.0,49.61,37.73
2005,147936,0.39,0.39,0.87,5.0,44.97,32.61
2008,20136,0.96,0.13,0.4,5.0,79.83,51.4
2004,10799,0.24,0.88,0.83,5.0,79.64,33.68
2013,99476,0.67,0.45,0.78,10.11,50.16,52.34
2005,159748,0.03,0.8,0.83,5.0,43.43,29.79
2013,44093,0.77,0.88,0.63,15.62,77.18,39.15
2022,105199,0.67,0.19,0.48,66.62,59.87,81.01
2024,217740,0.81,0.53,0.11,52.33,10.35,73.68
2003,13960,0.93,0.15,0.36,5.0,76.34,36.18
2021,132011,0.62,0.92,0.33,51.9,60.84,66.45
2009,222414,0.58,0.58,0.58,5.0,29.53,35.5
2023,220208,0.22,0.8,0.73,67.43,30.6,68.87
2021,11233,0.09,0.42,0.38,59.15,86.27,81.89
2009,72723,0.78,0.62,0.13,5.0,72.82,43.03
2012,40236,0.81,0.67,0.37,20.35,72.66,60.54
2015,222463,0.81,1.0,0.7,16.01,23.58,40.16
2001,56580,0.21,0.52,0.75,5.0,76.02,23.18
2011,26087,0.57,0.65,0.66,7.59,80.91,47.52
2018,224832,0.51,0.48,0.27,45.36,30.01,58.36
2024,43443,0.01,0.29,0.22,89.64,86.32,87.38
2019,75669,0.8,0.81,0.83,48.77,58.54,59.59
2001,169880,0.45,0.59,0.44,5.0,51.56,28.2
2004,133300,0.22,0.05,0.67,5.0,54.42,40.73
2015,238927,0.7,0.27,0.94,12.51,19.01,50.99
2015,243913,0.22,0.42,0.88,29.15,25.33,47.38
2011,48488,0.54,0.55,0.22,19.59,79.82,48.25
2022,142748,0.28,0.16,0.17,72.05,57.44,80.17
2003,158689,0.88,0.67,0.53,5.0,40.9,18.61
2013,219567,0.2,0.48,0.97,25.32,26.18,42.49
2004,194680,0.04,0.19,0.06,5.0,49.72,23.39
2018,188324,0.84,0.05,0.97,34.77,33.07,66.8
2008,243058,0.58,0.8,0.27,5.0,25.83,30.12
2019,23103,0.0,0.28,0.97,64.76,84.84,74.1
2008,189820,0.41,0.62,0.99,5.0,29.73,33.94
2001,230686,0.59,0.07,0.37,5.0,33.85,21.79
2005,140656,0.42,0.96,0.31,5.0,59.21,23.52
2006,116067,0.05,0.54,0.95,5.0,54.93,31.93
2012,201883,0.31,0.77,0.44,16.55,19.18,41.58
2021,179953,0.64,0.2,0.29,52.56,13.55,75.04
2018,109428,0.17,0.95,0.07,50.34,64.28,60.05
2002,99485,0.86,0.63,0.5,5.0,56.12,33.3
2024,40244,0.95,0.82,0.75,68.81,72.05,82.75
2018,194685,0.48,0.88,0.95,39.9,29.61,56.37
2009,159811,0.94,0.49,0.35,5.0,48.21,34.33
2011,222731,0.98,0.93,0.1,5.0,34.78,22.36
2008,242468,0.26,0.26,0.0,5.0,36.39,40.87
2024,180870,0.55,0.87,0.21,80.21,42.48,79.24
2017,214084,0.9,0.89,0.29,36.37,38.06,40.24
2003,9104,0.65,0.4,0.66,5.0,82.21,32.77
2015,103787,0.83,0.39,0.3,26.79,67.79,58.47
2022,76605,0.48,0.27,0.99,67.9,64.6,82.8
2016,71965,0.65,0.47,0.52,23.74,80.84,66.92
2018,234935,0.18,0.42,0.55,44.68,26.06,56.4
2012,161371,0.4,0.15,0.95,23.71,42.23,67.14
2002,77653,0.55,0.68,0.85,5.0,54.5,19.95
2011,3021,0.38,0.98,0.25,19.42,92.11,47.59
2017,43800,0.82,0.98,0.6,38.8,71.73,66.27
2004,175397,0.98,0.62,0.35,5.0,41.48,29.1
2021,76030,0.83,0.64,0.83,58.16,66.01,67.99
2000,236388,0.18,0.73,0.71,5.0,21.68,7.49
2007,8127,0.36,0.37,0.73,5.0,87.42,52.14
2011,14735,0.71,0.46,0.17,20.43,84.56,51.05
2022,121754,0.4,0.86,0.59,67.38,64.73,68.73
2011,234019,0.19,0.88,0.59,17.78,28.04,28.37
2004,201288,0.16,0.22,0.28,5.0,50.09,24.17
2006,187325,0.97,0.56,0.16,5.0,40.85,24.25
2017,147086,0.85,0.43,0.5,33.19,42.94,67.43
2024,47608,0.68,0.09,0.67,67.62,70.4,93.11
2006,197945,0.46,0.45,0.12,5.0,45.7,26.65
2004,67470,0.77,0.85,0.18,5.0,68.43,33.83
2002,99313,0.95,0.89,0.1,5.0,64.55,19.35
2005,8197,0.21,0.52,0.65,5.0,81.99,36.31
2018,9803,0.79,0.87,0.36,47.27,83.36,67.41
2005,7722,0.08,0.85,0.02,5.0,94.41,32.29
2002,233658,0.92,0.34,0.66,5.0,34.87,30.18
2009,10181,0.35,0.38,0.07,13.32,98.98,54.37
2018,35534,0.76,0.08,0.1,48.98,83.49,70.77
2010,103109,0.09,0.81,0.38,12.36,69.88,43.08
2018,225984,0.81,0.75,0.2,33.6,26.27,59.85
2012,143864,0.52,0.52,0.21,15.31,63.5,45.48
2014,172037,0.7,0.04,0.87,16.75,31.27,65.5
2007,76730,0.92,0.23,0.87,5.0,66.01,48.55
2010,165680,0.66,0.4,0.59,5.0,38.04,47.39
2018,132829,0.4,0.97,0.96,55.77,44.46,60.6
2000,80126,0.15,0.46,0.69,5.0,66.95,20.54
2013,68184,0.37,0.3,0.1,27.88,71.85,60.43
2009,73837,0.04,0.89,0.98,5.0,73.26,49.67
2007,229851,0.86,0.29,0.48,5.0,18.4,34.85
2017,68513,0.42,0.92,0.32,42.2,74.51,49.42
2017,53011,0.7,0.39,0.24,35.12,78.64,64.0
2006,233423,0.61,0.44,0.71,5.0,26.65,29.29
2017,59835,0.16,0.59,0.76,55.24,65.2,66.99
2004,193795,0.11,0.39,0.06,5.0,41.61,20.19
2002,37612,0.44,0.13,0.9,5.0,67.93,35.9
2005,30540,0.81,0.4,0.27,5.0,84.91,40.8
2006,121464,0.2,0.4,0.29,5.0,60.32,40.28
2007,195031,0.75,0.77,0.29,5.0,47.21,39.58
2000,75707,0.33,0.0,0.56,5.0,67.66,33.72
2021,217577,0.5,0.56,0.07,57.25,45.17,54.11
2008,5577,0.14,0.97,0.14,5.0,90.58,49.92
2008,35489,0.02,0.94,0.11,18.12,84.58,41.52
2017,115683,0.07,0.1,0.5,48.59,59.49,70.76
2012,148441,0.4,0.91,0.65,18.59,52.29,40.71
2010,234207,0.69,0.89,0.76,5.0,22.0,28.97
2021,110522,0.59,0.97,0.4,57.15,59.46,63.34
2019,138496,0.58,0.83,0.82,43.55,48.56,60.16
2003,123626,0.69,0.8,0.71,5.0,48.57,18.84
2019,86558,0.03,0.66,0.1,59.33,70.65,55.19
2014,34132,0.27,0.24,0.88,29.62,81.96,66.58
2005,2291,0.75,0.53,0.57,5.0,86.35,28.0
2000,154372,0.13,0.36,0.93,5.0,42.74,16.66
2009,81174,0.59,0.05,0.58,8.75,58.83,53.01
2009,181262,0.98,0.93,0.46,5.0,28.92,38.0
2023,125903,0.51,0.03,0.48,69.04,56.24,81.9
2011,188884,0.55,0.5,0.15,5.0,50.64,39.4
2002,56480,0.42,0.95,0.07,5.0,79.13,20.57
2008,141641,0.26,0.11,0.29,5.0,54.35,48.25
2001,12522,0.06,0.16,0.69,5.0,82.66,31.26
2014,231357,0.27,0.39,0.86,21.52,34.19,49.27
2010,22659,0.31,0.23,0.76,12.56,71.42,52.5
2015,216504,0.16,0.32,0.1,26.07,50.31,57.16
2000,29228,0.09,0.18,0.52,5.0,83.85,33.11
2000,213092,0.57,0.37,0.71,5.0,29.25,14.28
2000,241749,0.96,0.46,0.73,5.0,12.56,21.12
2006,167961,0.55,0.22,0.53,5.0,40.25,27.61
2015,117538,0.15,0.77,0.17,40.54,76.35,52.41
2003,214716,0.52,0.7,0.93,5.0,30.31,16.7
2008,232646,0.44,0.68,0.29,5.0,34.34,37.61
2015,121854,0.18,0.13,0.34,41.17,68.18,56.53
2007,236110,0.5,0.53,0.09,5.0,27.76,27.77
2010,40487,0.04,0.11,0.49,10.58,79.76,54.22
2014,241720,0.03,0.21,0.08,22.67,42.79,52.52
2012,40381,0.95,0.73,0.07,7.09,81.09,52.64
2003,141588,0.65,0.9,0.09,5.0,57.87,24.53
2013,88639,0.12,0.25,0.3,32.99,74.43,51.47
2017,234041,0.72,0.67,0.73,30.65,24.55,48.54
2018,84685,0.01,0.03,0.92,60.38,66.87,77.79
2018,86234,0.28,0.24,0.43,46.96,71.72,71.58
2013,217768,0.88,0.7,0.84,14.06,23.08,43.73
2021,3408,0.86,0.48,0.81,56.75,79.23,81.6
2023,46759,0.4,0.94,0.65,79.56,62.52,76.03
2021,164581,0.71,0.71,0.57,49.11,45.02,58.37
2006,85976,0.19,0.43,0.68,5.0,66.46,41.15
2015,100403,0.9,0.73,0.64,21.89,54.83,60.9
2017,58307,0.68,0.31,0.34,35.52,78.35,73.85
2001,170694,0.31,0.78,0.7,5.0,46.79,5.37
2023,191478,0.02,0.2,0.63,79.12,50.07,78.04
2000,56912,0.54,0.57,0.5,5.0,66.73,31.03
2009,70511,0.32,0.43,0.63,5.0,63.91,40.02
2016,135524,0.29,0.15,0.06,30.89,64.61,61.35
2021,21324,0.19,0.12,0.33,76.18,80.04,83.58
2003,230007,0.39,0.64,0.17,5.0,34.06,15.35
2000,2670,0.77,0.77,0.24,5.0,90.56,26.07
2005,11909,0.31,0.09,0.39,5.0,91.17,50.89
2017,234736,0.53,0.69,0.81,29.17,26.87,53.37
2022,82915,0.76,0.21,0.92,68.01,58.73,76.65
2015,232617,0.62,0.8,0.29,32.8,29.5,39.93
2001,39623,0.54,0.33,0.63,5.0,78.72,26.0
2009,35250,0.45,0.95,0.95,5.0,74.66,37.24
2020,182793,0.65,0.28,0.56,46.56,36.61,69.53
2001,4637,0.14,0.32,0.94,5.0,84.42,30.56
2020,187677,0.28,0.9,0.04,57.49,40.83,58.47
2007,62629,0.82,0.41,0.59,5.0,69.73,47.68
2001,1344,0.59,0.89,0.6,5.0,88.86,15.05
2004,193191,0.07,0.84,0.52,5.0,41.1,17.18
2007,126524,0.65,0.39,0.77,5.0,59.81,36.08
2004,90760,0.05,0.12,0.94,5.0,68.03,26.51
2014,214577,0.86,0.95,0.35,18.73,31.33,40.18
2005,225951,0.22,0.59,0.79,5.0,39.89,21.99
2023,126671,0.7,0.61,0.62,75.23,47.48,67.57
2009,72985,0.25,0.89,0.55,9.62,74.44,47.59
2011,134423,0.83,0.43,0.34,6.36,56.52,47.56
2015,78576,0.98,0.88,0.73,27.91,62.22,55.46
2013,152949,0.22,0.47,0.09,24.09,61.6,43.49
2014,99907,0.31,0.63,0.57,32.46,61.17,54.46
2005,55974,0.14,0.96,0.44,5.0,77.03,30.19
2007,222705,0.95,0.55,0.42,5.0,26.18,27.3
2011,50379,0.51,0.96,0.99,10.86,73.34,42.85
2009,164192,0.51,0.64,0.56,8.03,49.84,30.21
2019,93072,0.93,0.99,0.87,48.79,52.64,61.0
2003,22594,0.88,0.56,0.99,5.0,77.49,36.58
2004,215389,0.49,0.39,0.23,5.0,29.09,26.95
2019,20591,0.71,0.14,0.08,55.68,93.87,76.13
2015,77892,0.02,0.38,0.47,45.99,69.15,62.43
2005,193698,0.89,0.79,0.06,5.0,42.66,28.94
2009,117744,0.53,0.81,0.61,5.0,57.45,35.01
2007,195847,0.52,0.19,0.96,5.0,30.23,38.88
2006,40302,0.55,0.13,0.99,5.0,12.66,49.29
2016,64689,0.37,0.6,0.47,43.38,75.21,55.6
2004,41438,0.1,0.89,0.6,5.0,83.51,35.35
2004,141047,0.74,0.65,0.15,5.0,61.61,27.46
2021,81147,0.83,0.62,0.87,59.14,53.32,71.28
2016,183168,0.76,0.05,0.03,27.11,43.1,67.28
2008,115381,0.56,0.08,0.51,5.0,59.03,41.41
2013,63837,0.39,0.73,0.5,31.14,67.7,50.33
2019,90783,0.65,0.88,0.51,50.95,69.22,61.61
2019,56305,0.91,0.94,0.48,53.61,71.04,65.87
2007,43911,0.55,0.56,0.25,5.0,80.48,42.57
2007,110347,0.03,0.21,0.48,5.0,62.88,46.97
2016,198752,0.83,0.33,0.97,22.92,26.16,59.4
2016,71996,0.61,0.71,0.15,34.67,80.96,65.51
2016,107699,0.67,0.1,0.05,41.91,57.07,62.48
2014,115317,0.99,0.66,0.9,12.35,43.68,49.25
2001,105886,0.18,0.31,0.54,5.0,56.2,26.7
2004,224760,0.73,0.04,0.52,5.0,23.31,32.08
2024,153230,0.39,1.0,0.49,70.03,49.78,73.43
2024,141543,0.51,0.49,0.01,73.74,69.48,80.28
2016,249839,0.6,0.96,0.53,26.48,26.36,48.05
2012,150279,0.77,0.81,0.52,5.0,50.72,40.22
2023,16437,0.41,0.58,0.29,78.5,95.74,86.44
2005,89843,0.15,0.11,0.71,5.0,58.77,35.23
2010,158784,0.05,0.77,0.48,6.65,50.71,34.89
2014,154938,0.54,0.2,0.38,31.2,48.51,58.0
2021,185672,0.44,0.01,0.73,49.82,40.17,64.92
2006,243372,0.34,0.66,0.2,5.0,36.76,30.8
2008,121635,0.73,0.89,0.11,5.0,63.04,41.13
2005,33938,0.6,0.52,0.05,5.0,82.23,36.59
2002,240833,0.08,0.69,0.68,5.0,28.78,18.5
2021,104689,0.56,0.52,0.43,65.02,65.15,79.58
2006,163753,0.13,0.55,0.98,5.0,45.73,32.68
2013,229825,0.71,0.21,0.26,12.59,30.58,52.3
2001,65696,0.4,0.0,0.57,5.0,69.63,32.9
2005,1182,0.53,0.35,0.04,5.0,89.4,45.25
2020,197066,0.87,0.11,0.86,53.86,33.63,70.23
2013,71793,0.16,0.2,0.09,34.6,70.6,58.07
2018,241149,0.63,0.28,0.78,39.93,26.36,54.33
2012,229183,0.15,0.03,0.74,13.18,31.86,46.36
2006,9823,0.0,0.34,0.24,5.87,93.16,42.59
2011,30766,0.31,0.28,0.99,19.11,66.84,53.93
2003,21298,0.2,0.63,0.66,5.0,76.49,44.25
2001,180247,0.33,0.73,0.9,5.0,36.12,6.15
2017,131396,0.63,0.46,0.04,46.96,58.99,64.1
2009,68476,0.12,0.04,0.53,8.4,76.6,54.3
2020,126179,0.31,0.03,0.03,57.64,63.86,73.38
2023,151529,0.32,0.03,0.88,74.59,43.86,86.44
2015,87429,0.23,0.53,0.6,28.98,64.72,59.98
2009,208323,0.15,0.81,0.04,5.0,47.12,31.89
2002,1877,0.32,0.87,0.22,5.0,91.65,25.01
2004,233054,0.53,0.72,0.88,5.0,17.38,15.1
2016,117271,0.88,0.74,0.84,29.97,47.94,58.66
2008,20659,0.23,0.75,0.54,5.0,85.04,46.4
2003,68295,0.76,0.51,0.79,5.0,69.55,34.7
2019,233503,0.11,0.99,0.13,57.23,38.54,49.51
2022,39246,0.89,0.3,0.94,59.16,55.41,80.43
2020,71514,0.1,0.18,0.77,70.03,66.74,71.73
2017,167293,0.65,0.81,0.98,50.55,39.17,49.24
2000,103321,0.24,0.24,0.48,5.0,61.28,23.22
2022,240265,0.81,0.0,0.12,58.22,26.12,60.59
2004,194749,0.22,0.53,0.9,5.0,38.27,22.76
2004,22734,0.89,0.36,0.79,5.0,73.77,30.51
2010,31401,0.51,0.63,0.91,5.0,74.21,56.9
2010,231914,0.06,0.82,0.63,12.59,27.14,30.06
2014,71035,0.24,0.2,0.85,26.85,71.16,55.48
2021,178678,0.12,0.52,0.81,61.51,41.34,68.84
2002,52610,0.88,0.32,0.86,5.0,74.93,32.77
2008,87280,0.38,0.62,0.86,5.0,68.48,40.24
2020,190433,0.64,0.43,0.64,48.32,38.21,60.2
2001,135238,0.99,0.12,0.13,5.0,58.32,23.08
2005,74942,0.56,0.1,0.11,5.0,76.7,49.97
2010,204915,0.95,0.08,0.62,5.0,33.38,40.31
2013,201732,0.05,0.21,0.85,24.56,42.96,46.7
2019,241598,0.62,0.23,0.62,39.32,29.65,63.03
2017,162585,0.16,0.07,0.67,49.27,45.82,59.2
2012,98369,0.52,0.12,0.35,21.61,62.37,59.29
2003,680,0.04,0.13,0.37,5.0,92.1,44.75
2006,75589,0.23,0.59,0.49,5.0,77.37,41.63
2000,171841,0.51,0.68,0.8,5.0,40.82,12.36
2012,30666,0.43,0.99,0.9,24.93,71.76,46.3
2014,45874,0.81,0.74,0.84,22.56,68.83,59.3
2014,106119,0.73,0.97,0.07,25.05,55.78,48.01
2013,15873,0.88,0.65,0.5,10.13,74.49,56.31
2006,80971,0.6,0.82,0.71,5.0,49.62,21.19
2019,144131,0.29,1.0,0.22,46.68,56.64,55.16
2001,10289,0.32,0.09,0.39,5.0,88.73,35.19
2021,40743,0.23,0.54,0.16,68.98,80.6,70.95
2007,181546,0.19,0.19,0.69,5.0,44.89,39.67
2011,173907,0.17,0.24,0.77,13.51,45.11,51.51
