slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,Maintenance_Type,volt_fluctuation,avg_temp,avg_rpm,avg_idle,alternator_wellness,battery_wellness,starter_motor_wellness,serpentine_belt_wellness,ignition_coils_wellness,cv_axle_wellness,wheel_bearings_wellness,fuel_pump_wellness,clutch_wellness,bushings_wellness,brake_pads_wellness,radiator_wellness,water_pump_wellness,spark_plugs_wellness,o2_sensor_wellness
577,car,honda,jazz,diesel,2016,mumbai,40000,40932,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6859,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.74318181818181,75.19272727272728,75.19272727272728,62.789090909090916,71.37622377622377,73.42077922077922,76.74318181818181,76.74318181818181,66.17190082644629,62.789090909090916,25.578181818181832,81.39454545454545,68.99090909090908,53.486363636363635,68.99090909090908
578,car,honda,jazz,diesel,2016,mumbai,40000,40282,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6849,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.11250000000001,75.58666666666667,75.58666666666667,63.38,71.83076923076923,73.84285714285714,77.11250000000001,77.11250000000001,66.70909090909092,63.38,26.760000000000005,81.69,69.48333333333335,54.225,69.48333333333335
579,car,honda,jazz,diesel,2016,mumbai,40000,40221,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6900,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.14715909090908,75.62363636363636,75.62363636363636,63.43545454545455,71.87342657342657,73.88246753246753,77.14715909090908,77.14715909090908,66.75950413223141,63.43545454545455,26.8709090909091,81.71772727272727,69.52954545454546,54.29431818181818,69.52954545454546
580,car,honda,jazz,diesel,2016,mumbai,40000,40899,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6888,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.76193181818182,75.21272727272728,75.21272727272728,62.81909090909091,71.3993006993007,73.4422077922078,76.76193181818182,76.76193181818182,66.199173553719,62.81909090909091,25.638181818181828,81.40954545454547,69.01590909090909,53.523863636363636,69.01590909090909
581,car,honda,jazz,diesel,2016,mumbai,40000,40382,1,1,1,1,1,1,1,0,0,0,0,1,0,0,7110,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.05568181818182,75.52606060606061,75.52606060606061,63.289090909090916,71.76083916083917,73.77792207792207,77.05568181818182,77.05568181818182,66.62644628099174,63.289090909090916,26.57818181818182,81.64454545454547,69.40757575757576,54.11136363636364,69.40757575757576
582,car,honda,jazz,diesel,2016,mumbai,40000,39023,1,1,1,1,1,1,1,0,0,0,0,1,0,0,7100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.82784090909091,76.34969696969696,76.34969696969696,64.52454545454546,72.7111888111888,74.66038961038961,77.82784090909091,77.82784090909091,67.74958677685952,64.52454545454546,29.049090909090914,82.26227272727273,70.43712121212121,55.65568181818181,70.43712121212121
583,car,honda,jazz,diesel,2016,mumbai,40000,41383,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6999,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.48693181818183,74.91939393939394,74.91939393939394,62.379090909090905,71.06083916083917,73.12792207792208,76.48693181818183,76.48693181818183,65.79917355371902,62.379090909090905,24.758181818181825,81.18954545454545,68.64924242424242,52.97386363636364,68.64924242424242
584,car,honda,jazz,diesel,2016,mumbai,50000,50978,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5348,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.03522727272727,69.10424242424243,69.10424242424243,53.656363636363636,64.35104895104895,66.8974025974026,71.03522727272727,71.03522727272727,57.86942148760331,53.656363636363636,7.312727272727281,76.82818181818182,61.38030303030303,42.07045454545455,61.38030303030303
585,car,honda,jazz,diesel,2016,mumbai,50000,50722,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5449,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.18068181818182,69.25939393939393,69.25939393939393,53.88909090909091,64.53006993006993,67.06363636363636,71.18068181818182,71.18068181818182,58.080991735537204,53.88909090909091,7.778181818181828,76.94454545454545,61.57424242424243,42.361363636363635,61.57424242424243
586,car,honda,jazz,diesel,2016,mumbai,50000,50236,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.45681818181818,69.55393939393939,69.55393939393939,54.330909090909095,64.86993006993006,67.37922077922079,71.45681818181818,71.45681818181818,58.48264462809918,54.330909090909095,8.661818181818193,77.16545454545455,61.942424242424245,42.913636363636364,61.942424242424245
587,car,honda,jazz,diesel,2016,mumbai,50000,50673,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5389,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.20852272727272,69.28909090909092,69.28909090909092,53.933636363636374,64.56433566433566,67.09545454545454,71.20852272727272,71.20852272727272,58.12148760330579,53.933636363636374,7.867272727272745,76.96681818181818,61.611363636363635,42.41704545454545,61.611363636363635
588,car,honda,jazz,diesel,2016,mumbai,50000,50892,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.08409090909092,69.15636363636364,69.15636363636364,53.734545454545454,64.41118881118881,66.95324675324676,71.08409090909092,71.08409090909092,57.94049586776859,53.734545454545454,7.469090909090925,76.86727272727273,61.445454545454545,42.168181818181814,61.445454545454545
589,car,honda,jazz,diesel,2016,mumbai,50000,51427,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5379,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.78011363636362,68.83212121212121,68.83212121212121,53.24818181818183,64.03706293706294,66.60584415584417,70.78011363636362,70.78011363636362,57.49834710743802,53.24818181818183,6.496363636363645,76.62409090909091,61.04015151515152,41.56022727272727,61.04015151515152
590,car,honda,jazz,diesel,2016,mumbai,50000,50237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5369,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.45625,69.55333333333333,69.55333333333333,54.33000000000001,64.86923076923077,67.37857142857142,71.45625,71.45625,58.48181818181819,54.33000000000001,8.660000000000013,77.165,61.94166666666667,42.912499999999994,61.94166666666667
591,car,honda,jazz,diesel,2016,mumbai,50000,49622,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.80568181818181,69.92606060606062,69.92606060606062,54.88909090909091,65.2993006993007,67.77792207792209,71.80568181818181,71.80568181818181,58.9900826446281,54.88909090909091,9.77818181818183,77.44454545454545,62.40757575757576,43.611363636363635,62.40757575757576
592,car,honda,jazz,diesel,2016,mumbai,50000,49263,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5469,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,72.00965909090908,70.14363636363636,70.14363636363636,55.215454545454556,65.55034965034965,68.01103896103896,72.00965909090908,72.00965909090908,59.286776859504144,55.215454545454556,10.430909090909102,77.60772727272727,62.67954545454546,44.01931818181818,62.67954545454546
593,car,honda,jazz,diesel,2016,mumbai,50000,50268,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5400,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.43863636363636,69.53454545454545,69.53454545454545,54.301818181818184,64.84755244755245,67.35844155844156,71.43863636363636,71.43863636363636,58.456198347107446,54.301818181818184,8.60363636363638,77.1509090909091,61.918181818181814,42.87727272727273,61.918181818181814
594,car,honda,jazz,diesel,2016,mumbai,50000,51452,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5349,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.76590909090909,68.8169696969697,68.8169696969697,53.225454545454554,64.01958041958042,66.58961038961039,70.76590909090909,70.76590909090909,57.477685950413225,53.225454545454554,6.450909090909107,76.61272727272728,61.02121212121212,41.53181818181818,61.02121212121212
595,car,honda,jazz,diesel,2016,mumbai,50000,50348,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5700,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.39318181818182,69.4860606060606,69.4860606060606,54.229090909090914,64.79160839160839,67.30649350649351,71.39318181818182,71.39318181818182,58.39008264462811,54.229090909090914,8.458181818181831,77.11454545454546,61.85757575757576,42.78636363636363,61.85757575757576
596,car,honda,jazz,diesel,2016,mumbai,50000,50888,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5689,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.08636363636364,69.15878787878789,69.15878787878789,53.738181818181815,64.41398601398602,66.95584415584416,71.08636363636364,71.08636363636364,57.94380165289257,53.738181818181815,7.476363636363647,76.86909090909091,61.44848484848484,42.17272727272727,61.44848484848484
597,car,honda,jazz,diesel,2016,mumbai,50000,50232,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5694,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.4590909090909,69.55636363636364,69.55636363636364,54.334545454545456,64.87272727272727,67.38181818181819,71.4590909090909,71.4590909090909,58.48595041322315,54.334545454545456,8.669090909090926,77.16727272727273,61.945454545454545,42.91818181818182,61.945454545454545
598,car,honda,jazz,diesel,2016,mumbai,50000,50900,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.07954545454545,69.15151515151516,69.15151515151516,53.727272727272734,64.40559440559441,66.94805194805194,71.07954545454545,71.07954545454545,57.93388429752066,53.727272727272734,7.454545454545469,76.86363636363637,61.43939393939394,42.159090909090914,61.43939393939394
599,car,honda,jazz,diesel,2016,mumbai,50000,50322,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5379,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.40795454545454,69.50181818181818,69.50181818181818,54.25272727272728,64.80979020979021,67.32337662337662,71.40795454545454,71.40795454545454,58.41157024793389,54.25272727272728,8.50545454545456,77.12636363636364,61.877272727272725,42.81590909090909,61.877272727272725
600,car,honda,jazz,diesel,2016,mumbai,50000,50348,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5369,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.39318181818182,69.4860606060606,69.4860606060606,54.229090909090914,64.79160839160839,67.30649350649351,71.39318181818182,71.39318181818182,58.39008264462811,54.229090909090914,8.458181818181831,77.11454545454546,61.85757575757576,42.78636363636363,61.85757575757576
601,car,honda,jazz,diesel,2016,mumbai,50000,50922,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.06704545454545,69.13818181818182,69.13818181818182,53.70727272727274,64.3902097902098,66.93376623376624,71.06704545454545,71.06704545454545,57.91570247933885,53.70727272727274,7.414545454545463,76.85363636363637,61.42272727272727,42.1340909090909,61.42272727272727
602,car,honda,jazz,diesel,2016,mumbai,50000,50379,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5377,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.37556818181818,69.46727272727273,69.46727272727273,54.2009090909091,64.76993006993007,67.28636363636365,71.37556818181818,71.37556818181818,58.36446280991736,54.2009090909091,8.4018181818182,77.10045454545455,61.83409090909091,42.75113636363636,61.83409090909091
603,car,honda,jazz,diesel,2016,mumbai,50000,50242,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5365,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.45340909090909,69.55030303030303,69.55030303030303,54.32545454545454,64.86573426573426,67.37532467532468,71.45340909090909,71.45340909090909,58.477685950413225,54.32545454545454,8.650909090909098,77.16272727272727,61.93787878787879,42.90681818181818,61.93787878787879
604,car,honda,jazz,diesel,2016,mumbai,60000,60987,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9020,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.34829545454545,63.03818181818181,63.03818181818181,44.55727272727273,57.35174825174825,60.39805194805194,65.34829545454545,65.34829545454545,49.597520661157034,44.55727272727273,0.0,72.27863636363637,53.79772727272727,30.696590909090904,53.79772727272727
605,car,honda,jazz,diesel,2016,mumbai,60000,60383,1,1,1,1,0,1,1,0,1,0,1,1,1,0,9999,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.69147727272727,63.404242424242426,63.404242424242426,45.106363636363646,57.77412587412587,60.790259740259735,65.69147727272727,65.69147727272727,50.09669421487604,45.106363636363646,0.0,72.55318181818183,54.25530303030304,31.382954545454545,54.25530303030304
606,car,honda,jazz,diesel,2016,mumbai,60000,60332,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9000,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.72045454545454,63.43515151515151,63.43515151515151,45.152727272727276,57.8097902097902,60.823376623376625,65.72045454545454,65.72045454545454,50.13884297520661,45.152727272727276,0.0,72.57636363636364,54.2939393939394,31.440909090909088,54.2939393939394
607,car,honda,jazz,diesel,2016,mumbai,60000,60427,1,1,1,1,0,1,1,0,1,0,1,1,1,0,9428,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.66647727272728,63.37757575757577,63.37757575757577,45.06636363636365,57.743356643356634,60.76168831168831,65.66647727272728,65.66647727272728,50.0603305785124,45.06636363636365,0.0,72.53318181818183,54.221969696969694,31.332954545454548,54.221969696969694
608,car,honda,jazz,diesel,2016,mumbai,60000,60349,1,1,1,1,0,1,1,0,1,0,1,0,1,0,9247,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.71079545454546,63.42484848484848,63.42484848484848,45.13727272727274,57.797902097902096,60.81233766233767,65.71079545454546,65.71079545454546,50.12479338842976,45.13727272727274,0.0,72.56863636363637,54.281060606060606,31.421590909090913,54.281060606060606
609,car,honda,jazz,diesel,2016,mumbai,60000,60374,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9373,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.6965909090909,63.409696969696974,63.409696969696974,45.114545454545464,57.780419580419576,60.7961038961039,65.6965909090909,65.6965909090909,50.10413223140496,45.114545454545464,0.0,72.55727272727273,54.262121212121215,31.393181818181816,54.262121212121215
610,car,honda,jazz,diesel,2016,mumbai,60000,59993,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9473,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.91306818181818,63.64060606060606,63.64060606060606,45.4609090909091,58.04685314685314,61.04350649350649,65.91306818181818,65.91306818181818,50.41900826446282,45.4609090909091,0.0,72.73045454545455,54.55075757575758,31.82613636363636,54.55075757575758
611,car,honda,jazz,diesel,2016,mumbai,60000,61379,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9211,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.12556818181818,62.80060606060607,62.80060606060607,44.2009090909091,57.077622377622376,60.14350649350649,65.12556818181818,65.12556818181818,49.27355371900827,44.2009090909091,0.0,72.10045454545455,53.500757575757575,30.251136363636366,53.500757575757575
612,car,honda,jazz,diesel,2016,mumbai,60000,60342,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9088,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.71477272727273,63.4290909090909,63.4290909090909,45.143636363636375,57.802797202797194,60.81688311688311,65.71477272727273,65.71477272727273,50.13057851239671,45.143636363636375,0.0,72.57181818181819,54.28636363636363,31.429545454545462,54.28636363636363
613,car,honda,jazz,diesel,2016,mumbai,60000,60930,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9099,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.38068181818181,63.07272727272728,63.07272727272728,44.609090909090924,57.39160839160839,60.43506493506494,65.38068181818181,65.38068181818181,49.64462809917356,44.609090909090924,0.0,72.30454545454546,53.840909090909086,30.761363636363637,53.840909090909086
614,car,honda,jazz,diesel,2016,mumbai,60000,60432,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9438,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.66363636363637,63.37454545454546,63.37454545454546,45.06181818181819,57.73986013986014,60.758441558441554,65.66363636363637,65.66363636363637,50.05619834710744,45.06181818181819,0.0,72.53090909090909,54.21818181818182,31.327272727272724,54.21818181818182
615,car,honda,jazz,diesel,2016,mumbai,60000,60465,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9237,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.64488636363637,63.35454545454545,63.35454545454545,45.03181818181818,57.71678321678322,60.737012987012996,65.64488636363637,65.64488636363637,50.028925619834716,45.03181818181818,0.0,72.51590909090909,54.19318181818183,31.289772727272723,54.19318181818183
616,car,honda,jazz,diesel,2016,mumbai,60000,60765,1,1,1,1,1,1,1,0,1,0,1,0,1,0,9236,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.47443181818183,63.17272727272727,63.17272727272727,44.759090909090915,57.506993006993,60.54220779220779,65.47443181818183,65.47443181818183,49.78099173553719,44.759090909090915,0.0,72.37954545454545,53.96590909090909,30.948863636363633,53.96590909090909
617,car,honda,jazz,diesel,2016,mumbai,60000,59433,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9797,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,66.23125,63.97999999999999,63.97999999999999,45.97000000000001,58.43846153846154,61.40714285714286,66.23125,66.23125,50.88181818181818,45.97000000000001,0.0,72.98500000000001,54.974999999999994,32.462500000000006,54.974999999999994
618,car,honda,jazz,diesel,2016,mumbai,60000,60875,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9933,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.41193181818181,63.10606060606061,63.10606060606061,44.659090909090914,57.43006993006994,60.470779220779214,65.41193181818181,65.41193181818181,49.690082644628106,44.659090909090914,0.0,72.32954545454547,53.88257575757576,30.823863636363637,53.88257575757576
619,car,honda,jazz,diesel,2016,mumbai,60000,60080,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9893,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.86363636363637,63.58787878787879,63.58787878787879,45.38181818181819,57.98601398601399,60.98701298701299,65.86363636363637,65.86363636363637,50.347107438016536,45.38181818181819,0.0,72.69090909090909,54.48484848484849,31.727272727272727,54.48484848484849
620,car,honda,jazz,diesel,2016,mumbai,60000,60909,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9693,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.39261363636363,63.085454545454546,63.085454545454546,44.62818181818182,57.40629370629371,60.4487012987013,65.39261363636363,65.39261363636363,49.661983471074386,44.62818181818182,0.0,72.31409090909091,53.85681818181818,30.785227272727276,53.85681818181818
