year,mileage,temp_scale,idle_scale,habit_scale,coolant_wellness,ignition_wellness,fuel_wellness
2022,200003,0.93,0.5,0.12,28.71,31.84,43.6
2024,164589,0.51,0.15,0.19,49.57,41.39,68.4
2018,135804,0.83,0.26,0.1,37.82,57.14,67.23
2016,159893,0.36,0.38,0.02,36.02,43.45,68.28
2009,247271,0.45,0.38,0.17,5.0,13.61,45.83
2009,156719,0.94,0.57,0.41,5.92,44.9,56.18
2002,246485,0.07,0.82,0.79,5.0,6.93,53.99
2019,56620,0.41,1.0,0.85,52.8,71.65,85.89
2004,248800,0.02,0.34,0.25,5.0,10.81,46.92
2000,120777,0.67,0.38,0.69,5.0,58.78,70.81
2010,241771,0.21,0.37,0.75,12.71,5.0,53.9
2012,154935,0.26,0.28,0.42,28.72,38.91,63.07
2004,19515,0.33,0.76,0.16,34.31,94.2,84.37
2019,39466,0.51,0.88,0.37,56.6,74.27,90.97
2005,25772,0.8,0.95,0.38,18.22,78.54,92.99
2022,167096,0.73,0.91,0.25,33.29,45.51,60.69
2014,62541,0.12,0.49,0.02,57.75,77.61,84.29
2005,15180,0.15,0.11,0.58,37.42,88.46,95.72
2009,241582,0.6,0.89,0.07,5.0,22.32,39.8
2013,80873,0.93,0.35,0.73,42.32,65.2,70.62
2011,21138,0.58,0.62,0.78,42.12,91.1,96.41
2017,4436,0.28,0.75,0.36,57.52,95.01,92.37
2015,46101,0.85,0.1,0.8,40.03,64.72,92.71
2024,154177,0.15,0.84,0.8,62.02,37.1,70.36
2017,84500,0.45,0.9,0.43,41.89,68.21,83.12
2013,36091,0.94,0.2,0.24,39.25,75.7,84.08
2004,102103,0.46,0.92,0.51,20.16,62.12,78.61
2013,123421,0.11,0.72,0.91,37.0,47.69,76.54
2003,138517,0.58,0.06,0.7,5.0,44.37,75.84
2018,109812,0.18,0.31,0.81,56.54,56.8,76.84
2013,99414,1.0,0.42,0.47,29.4,67.98,70.24
2001,230804,0.01,0.59,0.09,5.0,27.19,46.0
2002,183547,0.57,0.97,0.78,5.0,31.95,50.61
2024,54316,0.39,0.3,0.53,75.84,71.26,85.3
2006,25378,0.7,0.85,0.21,24.08,91.02,84.53
2013,59120,0.13,0.59,0.85,48.51,60.8,82.58
2012,50159,0.33,0.89,0.22,40.2,82.93,86.75
2017,229187,0.87,0.76,0.01,13.17,31.44,43.36
2024,112103,0.93,0.64,0.13,50.56,50.95,63.98
2006,243864,0.18,0.9,0.33,5.0,16.23,51.47
2001,140841,0.7,0.84,0.67,5.0,46.81,63.64
2022,84620,0.67,0.81,0.11,53.22,68.54,73.57
2017,108513,0.97,0.35,0.64,27.42,56.21,75.0
2021,134608,0.3,0.41,0.63,58.82,36.22,77.75
2008,139916,0.27,0.39,0.23,21.9,42.85,69.19
2011,240836,0.77,0.77,0.79,5.0,13.72,39.73
2007,61974,0.71,0.32,0.54,23.45,81.32,78.32
2017,147693,0.08,0.05,0.98,47.7,31.76,73.79
2023,23251,0.84,0.51,0.13,59.65,92.12,82.99
2011,106935,0.61,0.1,0.3,21.6,54.23,78.88
2011,139506,0.15,0.0,0.48,32.67,45.71,71.97
2007,220340,0.27,0.54,0.28,14.45,12.01,55.7
2006,229003,0.13,0.87,0.56,5.0,11.98,56.2
2002,133602,0.49,0.81,0.69,5.0,54.0,70.78
2007,89155,0.04,0.3,0.32,37.07,60.95,87.21
2012,145967,0.52,0.07,0.4,30.7,44.49,63.3
2014,103298,0.57,0.71,0.67,46.29,58.02,80.39
2005,218275,0.27,0.98,0.73,5.0,21.3,58.13
2019,129942,0.63,0.23,0.9,45.26,52.47,60.41
2006,214383,0.26,0.76,0.19,5.0,24.29,61.16
2005,79063,0.18,0.12,0.42,33.58,69.2,80.03
2023,242065,0.92,0.89,0.02,26.57,20.8,49.02
2015,174430,0.23,0.6,0.64,38.1,35.88,63.77
2014,80670,0.32,0.35,0.35,45.03,79.04,90.45
2008,54067,0.5,0.05,0.35,39.58,75.78,88.7
2015,133545,0.32,0.0,0.45,54.13,49.26,66.12
2007,105027,0.6,0.72,0.13,10.18,73.13,68.27
2018,31208,0.62,0.39,0.72,67.34,77.15,86.3
2016,123687,0.02,0.82,0.94,48.68,50.82,72.25
2015,128376,0.78,0.34,0.94,20.05,51.51,62.7
2014,25229,0.04,0.41,0.07,59.57,81.64,100.0
2014,205888,0.19,0.14,0.49,34.37,28.45,65.31
2012,128506,0.5,0.05,0.84,39.08,42.1,73.75
2002,99355,0.95,0.57,0.44,5.0,55.87,69.51
2013,44233,0.12,0.13,0.5,61.44,72.57,94.86
2017,15106,0.31,0.88,0.15,71.37,89.9,96.16
2004,81204,0.85,0.63,0.99,5.0,62.27,78.68
2001,37805,0.69,0.25,0.41,21.95,90.87,90.63
2018,59145,0.77,0.86,0.36,46.97,77.62,83.13
2000,32333,0.42,0.46,0.76,5.99,76.58,87.34
2011,93489,0.69,0.2,0.77,31.17,61.87,68.97
2015,73994,0.42,0.56,0.5,44.9,66.36,80.47
2013,168575,0.81,0.38,0.25,17.3,38.5,57.76
2007,40710,0.41,0.13,0.76,23.7,71.83,87.58
2002,80582,0.54,0.63,0.93,7.14,67.99,82.71
2024,108142,0.88,0.63,0.35,48.53,52.31,78.77
2006,136658,0.39,0.13,0.93,18.01,39.05,69.82
2005,123984,0.59,0.81,0.65,10.01,49.65,69.49
2009,86324,0.98,0.97,0.81,16.49,65.83,69.34
2023,6525,0.11,0.69,0.58,87.64,90.94,100.0
2008,152768,0.91,0.75,0.71,5.0,42.25,63.8
2024,56653,0.82,0.81,0.61,67.15,76.07,76.42
2021,66255,0.27,0.29,0.05,74.3,77.22,80.66
2013,19979,0.2,0.0,0.27,61.75,100.0,93.74
2007,39418,0.78,0.26,0.68,30.41,78.91,79.6
2018,209630,0.84,0.36,0.09,26.46,31.64,43.69
2016,141717,0.56,0.65,0.73,39.01,56.29,62.85
2023,79064,0.37,0.41,0.43,68.45,69.48,85.28
2008,56646,0.45,0.81,0.61,28.82,74.26,71.87
2023,4232,0.52,0.66,0.39,81.69,100.0,91.73
2008,54612,0.45,0.62,0.56,26.61,65.49,85.0
2003,130492,0.97,0.91,0.01,5.0,50.88,67.31
2024,197676,0.93,0.02,0.15,38.6,33.7,63.91
2018,185560,0.39,0.56,0.37,46.55,24.38,46.89
2008,155435,0.58,0.27,0.28,6.16,41.5,60.73
2005,159031,0.25,0.28,0.76,22.98,34.51,61.48
2003,244149,1.0,0.71,0.24,5.0,17.99,40.78
2001,245652,0.81,0.1,0.69,5.0,11.66,36.73
2015,94841,0.49,0.54,0.49,33.61,60.13,78.45
2000,21614,0.27,0.71,0.83,21.0,75.84,94.36
2024,180707,0.76,0.51,0.67,44.7,28.74,55.91
2008,229167,0.1,0.87,0.05,6.43,20.84,55.68
2000,192420,0.58,0.48,0.05,5.0,37.1,63.56
2016,123049,0.18,0.17,0.94,45.6,48.34,76.48
2013,52150,0.01,0.9,0.14,52.41,80.95,89.29
2011,246532,0.11,0.95,0.39,21.75,15.25,47.9
2006,56726,0.48,0.18,0.62,34.7,64.77,80.35
2018,173857,0.03,0.84,0.35,46.16,36.36,69.25
2010,200020,0.19,0.14,0.68,28.42,21.26,65.7
2015,130187,0.39,0.92,0.2,34.56,50.7,67.99
2014,222596,0.17,0.75,0.54,24.06,15.06,47.17
2014,74820,0.54,0.68,0.71,40.61,62.57,79.17
2022,1928,0.13,0.82,0.58,78.24,90.36,91.12
2020,221400,0.08,0.19,0.93,41.67,11.97,54.65
2015,238672,0.82,0.49,0.8,13.97,9.81,45.06
2014,173083,0.48,0.84,0.82,26.01,33.75,60.29
2000,98726,0.31,0.44,0.41,5.0,60.55,82.41
2007,174061,0.96,0.86,0.32,5.0,34.08,65.71
2016,154113,0.63,0.3,0.17,30.37,47.08,55.71
2021,49396,0.02,0.5,0.97,74.05,67.33,93.79
2020,172133,0.53,0.63,0.5,48.84,27.72,64.19
2015,47749,0.56,0.29,0.14,48.06,85.24,79.96
2014,51281,0.06,0.92,0.15,50.71,78.92,90.37
2010,45360,0.0,0.87,0.98,38.82,71.64,88.17
2002,19360,0.52,0.26,0.88,22.5,77.36,83.45
2012,126535,0.15,0.87,0.09,30.42,59.22,70.83
2010,158491,0.64,0.94,0.08,8.22,54.16,64.88
2016,64049,0.49,0.73,0.08,40.62,77.59,83.11
2005,177280,0.67,0.41,0.07,5.0,38.05,57.76
2005,121847,0.32,0.46,0.17,19.55,61.75,68.49
2006,46159,0.21,0.07,0.31,36.12,78.12,87.78
2005,99557,0.31,0.41,0.92,18.54,52.47,76.38
2010,245395,0.01,0.81,0.5,15.23,5.0,59.39
2023,211850,0.54,0.4,0.76,39.29,15.09,48.96
2015,134068,0.42,0.63,0.45,33.42,45.57,77.12
2017,114020,0.02,0.63,0.56,54.54,49.77,79.29
2007,152356,0.16,0.72,0.95,14.84,42.42,70.83
2004,155055,0.95,0.75,0.77,5.0,37.44,59.0
2020,107718,0.86,0.15,0.16,50.11,60.28,70.87
2020,8089,0.24,0.98,0.3,75.77,94.94,90.11
2014,51179,0.48,0.56,0.62,38.23,79.78,79.86
2024,64801,0.77,0.04,0.07,69.35,77.12,81.6
2003,94472,0.61,0.6,0.6,7.01,67.95,67.63
2018,176256,0.84,0.78,0.23,22.56,31.03,52.31
2021,242595,0.18,0.55,0.15,37.05,10.06,50.86
2007,111770,0.15,0.28,0.84,24.55,61.47,68.98
2011,45385,0.31,0.17,0.19,44.62,82.5,89.86
2013,239494,0.26,0.25,0.82,24.72,13.4,55.94
2015,35613,0.84,0.33,0.59,44.83,77.41,84.88
2011,157656,0.74,0.05,0.02,25.12,46.43,58.37
2005,108042,0.71,0.92,0.42,8.76,57.66,70.18
2015,57811,0.06,0.6,0.39,60.96,81.61,80.22
2004,191071,0.11,0.65,0.77,5.0,19.3,61.68
2019,147619,0.56,0.08,0.46,44.69,49.24,56.38
2002,105169,0.34,0.31,0.12,22.96,66.48,77.76
2007,149141,0.43,0.09,0.14,15.83,49.75,58.08
2016,153953,0.54,0.5,0.62,38.55,43.99,62.41
2019,164427,0.21,0.49,0.21,48.81,46.21,70.19
2020,157064,0.32,0.8,0.11,39.6,46.42,67.29
2019,174409,0.46,0.25,0.22,42.01,28.67,61.89
2008,195778,0.95,0.07,0.76,5.0,29.85,58.7
2004,34767,0.14,0.16,0.8,35.99,77.98,99.11
2015,150722,0.38,0.77,0.96,27.52,46.84,63.38
2014,240712,0.67,0.36,0.15,14.84,19.79,49.26
2008,84675,0.96,0.63,0.01,14.74,78.02,67.7
2016,24089,0.48,0.43,0.4,59.75,98.17,92.77
2014,126302,0.77,0.0,0.19,37.0,61.6,67.14
2004,60464,0.94,0.59,0.37,7.25,72.84,72.08
2007,12850,0.05,0.41,0.4,53.61,94.91,91.13
2015,37695,0.79,0.65,0.39,46.1,88.05,83.99
2000,138924,0.35,0.62,0.36,5.0,48.65,71.68
2004,63714,0.04,0.0,0.89,35.54,70.17,91.39
2015,110198,0.79,0.93,0.87,25.57,49.44,62.55
2023,20915,0.0,0.06,0.86,85.68,81.14,92.89
2009,163713,0.99,0.51,0.67,7.5,47.52,55.18
2001,129323,0.4,0.06,0.53,6.31,41.18,72.39
2015,15696,0.56,0.77,0.63,54.28,87.47,94.74
2019,212060,0.99,0.56,1.0,20.42,14.66,42.45
2012,211878,0.51,0.5,0.94,14.87,16.87,51.38
2007,181452,0.39,0.63,0.32,13.48,46.08,56.48
2012,57054,0.54,0.06,0.83,35.96,64.45,95.29
2007,73487,0.38,0.48,0.26,30.34,75.63,78.03
2008,160322,0.9,0.19,0.55,17.85,40.49,59.47
2010,173574,0.49,0.44,0.5,19.04,29.97,47.71
2000,192875,0.5,0.27,0.68,5.0,25.89,60.67
2022,160105,0.46,0.33,0.58,50.59,37.3,55.15
2011,221420,0.24,0.04,0.23,18.63,15.51,52.27
2010,90760,0.97,0.99,0.91,16.64,64.64,76.06
2012,225586,0.15,0.44,0.83,13.4,8.21,50.29
2010,125442,0.88,0.12,0.86,23.6,48.51,69.12
2018,124735,0.49,0.58,0.61,47.81,53.5,69.83
2013,189868,0.01,0.29,0.94,39.58,41.5,54.9
2001,149960,0.12,0.7,0.86,7.17,41.01,74.3
2000,98382,0.06,0.48,0.75,11.95,66.66,73.63
2001,18756,0.93,0.93,0.1,5.0,90.48,79.31
2024,190479,0.16,0.0,0.98,58.1,20.91,62.11
2000,54473,0.83,0.09,0.32,21.26,78.67,77.11
2018,77151,0.19,0.51,0.5,56.12,64.64,75.43
2004,16203,0.86,0.97,0.52,14.49,80.98,91.21
2022,60917,0.85,0.3,0.45,68.39,73.74,78.01
2013,239574,0.15,0.18,0.84,22.72,8.91,52.62
2014,36407,0.06,0.02,0.14,58.95,89.02,92.26
2024,7495,0.82,0.39,0.39,76.38,93.93,83.29
2011,126188,0.97,0.96,0.72,7.96,47.7,62.31
2020,107742,0.56,0.84,0.55,45.7,55.62,72.46
2007,224337,0.29,0.61,0.07,5.0,31.23,40.14
2017,227248,0.81,0.79,0.38,14.38,15.43,44.55
2005,189960,0.41,0.14,0.53,6.55,32.19,52.74
2006,34766,0.56,0.11,0.11,28.23,92.87,87.54
2014,146894,0.88,0.88,0.04,19.77,56.83,62.13
2000,24838,0.75,0.1,0.91,14.89,77.95,88.35
2010,198878,0.4,0.12,0.61,9.58,28.88,69.08
2022,202172,0.06,0.58,0.71,49.76,22.16,62.92
2013,244884,0.41,0.6,0.43,11.17,11.27,45.18
2008,62158,0.25,0.09,0.83,38.5,60.85,77.13
2013,199680,0.12,0.43,0.56,20.31,30.13,56.0
2015,212118,0.48,0.89,0.04,20.91,27.26,59.14
2005,66443,1.0,0.56,0.7,6.56,78.64,82.17
2019,239824,0.12,0.37,0.1,36.75,17.2,55.09
2024,180512,0.8,0.78,0.47,33.84,40.71,59.27
2020,111623,0.58,0.36,0.63,51.14,53.51,81.44
2005,108667,0.5,0.69,0.9,15.89,55.21,79.5
2004,48966,0.52,0.32,0.09,32.37,82.46,82.74
2019,105819,0.88,0.77,0.62,44.8,58.86,73.94
2024,78676,0.05,0.83,0.44,62.95,68.0,84.43
2004,11017,0.89,0.25,0.7,23.79,88.25,87.35
2013,102484,0.84,0.47,0.22,24.79,67.09,68.59
2001,64865,0.72,0.33,0.73,6.29,70.86,71.04
2017,112528,0.79,0.84,0.61,43.24,53.14,76.12
2012,54306,0.29,0.67,0.2,47.54,89.81,92.78
2020,245014,0.48,0.33,0.81,33.78,13.96,50.3
2019,223092,0.38,0.32,0.72,36.35,18.18,44.76
2001,33153,0.8,0.28,0.24,14.29,86.55,75.64
2011,72404,0.64,0.52,0.96,27.4,64.58,87.28
2013,200650,0.23,0.82,0.95,20.42,17.2,65.49
2015,27164,0.81,0.8,0.11,41.44,99.62,91.06
2022,167494,0.77,0.83,0.41,40.27,42.94,58.41
2024,206152,0.83,0.9,0.71,37.92,20.67,46.45
2009,20953,0.46,0.91,0.09,34.87,92.49,100.0
2012,88845,0.35,0.86,0.23,38.12,67.8,88.72
2009,116864,0.45,0.36,0.5,31.32,50.03,78.37
2021,193336,0.0,0.7,0.95,59.23,26.36,60.77
2002,247556,0.17,0.29,0.01,5.0,20.79,46.08
2011,52773,0.59,0.8,0.76,30.54,67.05,84.77
2012,95985,0.58,1.0,0.84,25.64,50.73,74.45
2017,63030,0.01,0.9,0.8,49.4,68.79,90.78
2010,215794,0.85,0.79,0.46,10.45,19.62,49.73
2024,113692,0.26,0.96,0.69,52.29,57.79,78.2
2018,128790,0.46,0.74,0.35,45.68,59.87,72.17
2000,167985,0.25,0.65,0.62,5.0,32.44,60.59
2001,31528,0.01,0.84,0.98,20.78,78.56,96.14
2019,245398,0.11,0.49,0.38,36.32,14.28,50.28
2012,110429,0.88,0.08,0.11,29.09,63.86,81.82
2009,148111,0.24,0.55,0.79,20.46,32.96,60.18
2018,25615,0.15,0.1,0.24,82.65,90.9,95.7
2017,193875,0.22,0.59,0.76,31.62,23.73,62.79
2006,105586,0.6,0.02,0.03,27.41,72.2,66.95
2013,35663,0.49,0.74,0.35,41.86,78.54,90.11
2018,90617,0.02,0.17,0.92,59.48,68.29,83.28
2009,57861,0.91,0.48,0.2,13.27,78.2,93.19
2017,82391,0.5,0.1,0.14,53.01,72.16,73.83
2020,152763,0.65,0.54,0.02,33.5,44.66,54.75
2013,100135,0.64,0.82,0.59,39.46,63.33,79.69
2003,160650,0.13,0.61,0.82,5.0,42.94,73.75
2001,99260,0.54,0.82,0.28,9.93,63.4,75.19
2011,209976,0.25,0.04,0.26,21.13,25.18,51.18
2002,156986,0.08,0.2,0.4,15.43,43.84,65.92
2022,243729,0.34,0.9,0.57,31.29,13.61,51.92
2013,178996,0.6,0.87,0.88,16.34,25.18,50.27
2003,146264,0.54,0.37,0.69,5.0,37.38,73.84
2017,148107,0.67,0.25,0.77,34.58,41.44,64.98
2024,137238,0.48,0.26,0.76,73.35,54.43,67.95
2004,87791,0.85,0.76,0.42,10.76,64.5,74.2
2015,47342,0.42,0.67,0.21,40.1,89.19,90.61
2019,86800,0.01,0.87,0.96,61.58,59.84,81.15
2003,42076,0.6,0.93,0.69,8.06,85.94,77.33
2004,7139,0.91,0.83,0.85,19.61,78.94,86.16
2005,11659,0.12,0.99,0.38,27.19,88.09,100.0
2007,82901,0.34,0.99,0.72,25.26,67.43,81.25
2019,66197,0.83,0.72,0.61,49.99,82.91,75.24
2010,133279,0.26,0.27,0.82,25.43,46.65,75.81
2011,72950,0.52,0.39,0.09,37.86,74.95,85.51
2020,195169,0.33,0.98,0.17,44.23,24.41,57.52
2019,194755,0.27,0.15,0.67,37.12,26.25,58.83
2010,136319,0.41,0.07,0.83,26.94,40.19,59.38
2013,3818,0.57,0.64,0.76,49.45,90.98,92.82
2006,238192,0.94,0.82,0.24,5.0,21.23,39.14
2015,233595,0.51,0.95,0.58,19.93,13.84,50.93
2002,206921,0.02,0.94,0.68,5.0,15.81,52.35
2004,1174,0.66,1.0,0.41,16.69,93.83,94.29
2009,59788,0.58,0.9,0.63,28.91,80.11,86.24
2015,135939,0.75,0.4,0.57,28.58,47.99,63.5
2017,36896,0.58,0.48,0.36,52.43,83.5,91.51
2015,2578,0.28,0.73,0.74,60.16,85.57,97.35
2015,149435,0.03,0.6,0.17,45.87,45.06,69.38
2021,138764,0.95,0.39,0.18,42.82,56.55,68.58
2005,110471,0.58,0.6,0.54,16.19,51.32,76.51
2000,177349,0.53,0.53,0.31,5.0,39.71,50.85
2016,228362,0.8,0.59,0.56,25.17,15.67,50.31
2016,207664,0.57,0.58,0.02,26.81,39.06,52.0
2020,187028,0.14,0.0,0.08,52.05,35.22,66.13
2014,102538,0.63,0.54,0.73,36.5,54.18,65.43
2003,215513,0.81,0.07,0.91,5.0,17.04,46.14
2021,159333,0.06,0.12,0.63,60.75,37.0,63.26
2000,119434,0.28,0.62,0.59,7.68,54.93,69.65
2015,114771,0.32,0.34,0.88,39.52,50.32,71.45
2010,83851,0.85,0.96,0.19,14.46,73.9,69.05
2003,133599,0.19,0.74,0.72,5.0,54.09,77.77
2013,31689,0.18,0.18,0.56,60.23,89.15,90.72
2001,73526,0.29,0.87,0.76,12.14,61.25,86.35
2013,86296,0.69,0.76,0.63,27.14,66.51,80.34
2017,82233,0.07,0.31,0.24,60.38,75.36,87.72
2005,77285,0.4,0.71,0.24,17.77,75.1,77.87
2003,44967,0.92,0.58,0.37,12.45,84.5,83.06
2011,189451,0.44,0.7,0.41,12.01,27.97,51.3
2007,235062,0.02,0.75,0.96,16.73,5.0,45.84
2009,61476,0.81,0.07,0.39,31.87,74.48,85.33
2013,85619,0.46,0.4,0.93,44.82,53.48,89.82
2000,34918,0.94,0.63,0.87,5.0,76.39,78.15
2002,181137,0.19,0.82,0.53,5.0,35.93,71.98
2019,234454,0.37,0.75,0.72,29.67,8.81,49.24
2012,236480,0.56,0.54,0.54,5.0,12.25,55.63
2016,135657,0.8,0.39,0.28,33.86,43.92,70.47
2020,116632,0.38,0.21,0.82,60.23,48.98,69.15
2023,138250,0.27,0.02,0.88,62.25,51.98,66.42
2016,132666,0.78,0.88,0.96,26.41,52.1,59.56
2021,186463,0.43,0.95,0.24,38.21,38.4,59.91
2014,162844,0.65,0.67,0.39,15.45,41.31,59.48
2004,171229,0.69,0.29,0.54,5.0,30.11,58.23
2007,81763,0.56,0.84,0.6,24.06,63.97,88.04
2017,39136,0.96,0.63,0.4,47.24,81.43,71.6
2023,204772,0.68,0.78,0.39,24.78,32.54,54.7
2019,65487,0.08,0.11,0.86,68.52,75.39,94.13
2016,125920,0.76,0.18,0.77,34.84,47.55,61.09
2011,79207,0.79,0.25,0.7,28.94,64.72,89.17
2006,216736,0.92,0.3,0.37,5.0,32.42,58.38
2010,94182,0.46,0.89,0.24,24.75,69.1,72.2
2015,49890,0.55,0.39,0.73,47.83,82.62,77.1
2011,40062,0.13,0.27,0.08,56.7,79.59,89.82
2024,8942,0.24,0.47,0.31,83.47,94.54,99.65
2000,56409,0.92,0.24,0.09,5.0,87.87,89.77
2010,241643,0.46,0.92,0.02,5.0,26.63,51.65
2013,56885,0.88,0.45,0.14,39.3,84.76,77.2
2002,64158,0.74,0.67,1.0,6.24,69.97,86.71
2006,126548,0.5,0.75,0.15,8.3,55.66,66.22
2018,52639,0.6,0.21,0.47,52.68,82.02,78.73
2012,153580,0.41,0.28,0.5,31.24,43.79,60.39
2019,39290,0.71,0.6,0.48,48.87,87.12,87.75
2024,107038,0.19,0.28,0.88,71.96,56.69,85.34
2000,105013,0.5,0.6,0.57,5.0,50.75,67.8
2020,35641,0.79,0.64,0.87,58.98,82.34,85.29
2017,208186,0.59,0.51,0.21,31.7,26.46,62.4
2022,31652,0.45,0.66,0.3,68.69,85.85,94.02
2006,82040,0.08,0.42,0.54,29.73,65.3,76.41
2008,54456,0.05,0.79,0.91,37.27,78.18,88.02
2009,237104,0.59,0.43,0.16,5.0,16.36,54.58
2020,65520,0.53,0.42,0.82,12.89,74.31,86.07
2017,193791,0.94,0.87,0.72,18.97,23.67,53.41
2004,10796,0.29,0.63,0.41,30.32,93.13,100.0
2013,239347,0.62,0.16,0.96,12.89,5.0,46.63
2014,93607,0.98,0.15,0.27,23.48,62.09,74.03
2012,209667,0.77,0.49,0.39,17.86,34.34,47.32
2006,24137,0.52,0.79,0.97,28.23,84.42,97.8
2024,56065,0.43,0.88,0.28,60.39,81.64,88.03
2015,146205,0.81,0.66,0.3,29.14,44.9,55.73
2015,181661,0.35,0.16,0.07,41.52,40.39,58.52
2024,93728,0.04,0.62,0.22,79.02,67.11,86.7
2010,62560,0.5,0.94,0.88,37.43,75.54,81.3
2010,181916,0.06,0.73,0.89,14.74,33.22,68.91
2020,40802,0.79,0.01,0.38,64.3,83.95,85.74
2011,107683,0.51,0.22,0.74,24.76,54.76,80.34
2007,235726,0.15,0.4,0.64,5.0,6.56,57.19
2017,58895,0.48,0.7,0.57,43.13,71.08,86.05
2011,102730,0.52,0.58,0.13,34.82,65.76,68.81
2011,149692,0.13,0.12,0.58,33.6,44.06,67.68
2000,3279,0.36,0.74,0.78,25.19,89.37,97.32
2022,244547,0.33,0.62,0.7,37.06,5.0,48.22
2007,36481,0.44,0.09,0.03,36.43,84.25,86.1
2003,179926,0.04,0.09,0.06,13.24,36.19,60.72
2024,237487,0.61,0.87,0.02,35.16,19.88,52.45
2005,68066,0.42,0.2,0.09,28.05,80.93,78.71
2018,42608,0.75,0.56,0.96,54.65,75.25,85.94
2022,123568,0.71,0.8,0.47,49.6,51.11,69.0
2021,225146,0.23,0.59,0.2,33.53,23.43,55.51
2001,213106,0.76,0.68,0.89,5.0,22.34,46.96
2000,200920,0.16,0.43,0.62,5.0,28.2,57.64
2023,219581,0.19,0.53,0.59,45.86,16.32,49.26
2016,16364,0.83,0.12,0.68,54.8,87.66,90.9
2005,236307,0.47,0.03,0.95,5.0,8.53,48.39
2015,238369,0.93,0.02,0.11,11.29,19.83,46.52
2017,202604,0.14,0.3,0.65,42.26,21.33,58.62
2007,118818,0.14,0.8,0.09,22.47,71.89,77.15
2009,153570,0.53,0.43,0.83,16.7,35.01,72.29
2014,180555,0.97,0.0,0.59,14.55,29.52,59.58
2000,7374,0.99,0.87,0.57,5.0,82.56,93.48
2010,12002,0.1,0.76,0.4,46.12,86.79,95.48
2001,164006,0.85,0.18,0.82,5.0,37.15,64.48
2017,107331,0.37,0.04,0.01,50.79,65.78,74.0
2006,10388,0.24,0.97,0.11,39.48,90.42,97.47
2002,8077,0.35,0.75,0.82,30.83,94.0,94.87
2016,34794,0.83,0.44,0.27,45.84,94.08,84.76
2018,146019,0.29,0.06,0.21,53.04,51.92,67.68
2010,18831,0.75,0.69,0.18,27.69,87.41,90.55
2002,32185,0.83,0.89,0.88,13.73,75.49,89.29
2013,23505,0.27,0.82,0.73,54.5,86.66,94.12
2005,235269,0.14,0.57,0.64,5.0,17.67,46.62
2013,101992,0.87,0.18,0.91,35.69,50.13,74.67
2015,10020,0.1,0.05,0.85,66.92,73.54,96.86
2023,98723,0.7,0.41,0.6,55.83,63.28,68.94
2015,214710,0.1,0.4,0.23,32.0,21.42,60.34
2002,11385,0.28,0.86,0.12,19.57,97.96,86.8
2014,139984,0.22,0.49,0.53,35.29,49.74,64.8
2018,108517,0.23,0.04,0.87,47.37,53.21,80.29
2012,82078,0.58,0.04,0.4,43.98,63.63,89.0
2012,115197,0.58,0.71,0.76,30.29,53.13,68.31
2007,230579,0.73,0.12,0.71,5.0,20.52,53.51
2012,74783,0.13,0.28,0.19,46.83,69.68,85.93
2006,103666,0.36,0.37,0.9,27.63,56.0,77.94
2013,62918,0.87,0.9,0.85,36.32,65.38,88.66
2011,142609,0.27,0.23,0.93,29.26,40.88,64.69
2003,153043,0.96,0.93,0.4,5.0,48.65,63.27
2013,161794,0.71,0.26,0.08,30.01,46.33,63.01
2007,150342,0.01,0.68,0.84,7.62,36.35,71.69
2006,200990,0.04,0.35,0.35,13.62,31.51,58.82
2015,222688,0.59,0.84,0.12,8.75,26.03,50.44
2020,59427,0.67,0.73,0.91,69.16,65.1,71.65
2002,4763,0.57,0.41,0.24,20.63,99.25,86.04
2024,30850,0.06,0.75,0.05,78.24,88.7,91.56
2018,64974,0.46,0.78,0.01,51.39,82.31,85.32
2006,129756,0.48,0.48,0.47,17.53,46.93,70.73
2004,69748,0.9,0.66,0.77,7.86,67.53,72.71
2018,76331,0.2,0.53,0.15,50.48,68.46,79.35
2000,235154,0.89,0.11,0.48,5.0,22.35,46.87
2022,117311,0.12,0.88,0.36,58.83,55.4,67.78
2003,245294,0.92,0.26,0.7,5.0,5.43,44.52
2017,60434,0.12,0.13,0.12,69.1,71.53,80.02
2023,224839,0.64,0.07,0.49,37.43,16.34,33.95
2014,201028,0.84,0.55,0.55,21.13,31.03,49.01
2016,222130,0.61,0.4,0.32,24.96,26.7,48.0
2021,23949,0.53,0.54,0.93,73.05,76.5,91.38
2011,227426,0.37,0.42,0.98,11.42,15.75,56.41
2019,174502,0.27,0.76,0.72,41.19,32.95,66.38
2019,148190,0.88,0.84,0.72,37.19,45.35,58.37
2001,61706,0.82,0.18,0.55,15.21,80.35,72.59
2010,164908,0.8,0.4,0.2,5.83,46.29,46.8
2011,15036,0.66,0.15,0.02,44.06,94.57,82.22
2012,53057,0.79,0.78,0.99,33.14,68.93,82.03
2018,241580,0.43,0.29,0.67,36.89,16.56,54.06
2002,41595,0.22,0.46,0.85,29.57,75.8,86.12
2006,4722,0.85,0.04,0.97,32.24,87.33,92.34
2018,153481,0.84,0.68,0.4,31.38,44.6,54.63
2003,220183,0.34,0.88,0.44,5.0,20.52,52.15
2018,166681,0.79,0.18,0.89,35.78,34.87,61.73
2007,213593,0.08,0.55,0.1,14.62,32.41,49.31
2007,19355,0.99,0.14,0.25,35.77,100.0,85.97
